en,fr,it,de,es,ko,kana,pt
Sharp Beak,Bec Pointu,Beccaffilato,Spitzer Schnabel,Pico Afilado,예리한부리,するどいくちばし,Sharp Beak
Poison Barb,Pic Venin,Velenaculeo,Giftstich,Flecha Venenosa,독바늘,どくバリ,Poison Barb
Never-Melt Ice,Glace Éternelle,Gelomai,Ewiges Eis,Antiderretir,녹지않는얼음,とけないこおり,Never-Melt Ice
Spell Tag,Rune Sort,Spettrotarga,Bannsticker,Hechizo,저주의부적,のろいのおふだ,Spell Tag
Twisted Spoon,Cuillère Tordue,Cucchiaio Torto,Krummlöffel,Cuchara Torcida,휘어진스푼,まがったスプーン,Twisted Spoon
Charcoal,Charbon,Carbonella,Holzkohle,Carbón,목탄,もくたん,Charcoal
Dragon Fang,Croc Dragon,Dentedidrago,Drachenzahn,Colmillo Dragón,용의이빨,りゅうのキバ,Dragon Fang
Silk Scarf,Mouchoir Soie,Sciarpa Seta,Seidenschal,Pañuelo de Seda,실크스카프,シルクのスカーフ,Silk Scarf
Upgrade,Améliorator,Upgrade,Up-Grade,Mejora,업그레이드,アップグレード,Upgrade
Shell Bell,Grelot Coque,Conchinella,Muschelglocke,Cascabel Concha,조개껍질방울,かいがらのすず,Shell Bell
Sea Incense,Encens Mer,Marearoma,Seerauch,Incienso Marino,바닷물향로,うしおのおこう,Sea Incense
Lax Incense,Encens Doux,Distraroma,Laxrauch,Incienso Suave,무사태평향로,のんきのおこう,Lax Incense
Lucky Punch,Poing Chance,Fortunpugno,Lucky Punch,Puño Suerte,럭키펀치,ラッキーパンチ,Lucky Punch
Metal Powder,Poudre Métal,Metalpolvere,Metallstaub,Polvo Metálico,금속파우더,メタルパウダー,Metal Powder
Thick Club,Masse Os,Ossospesso,Kampfknochen,Hueso Grueso,굵은뼈,ふといホネ,Thick Club
Leek,Poireau,Gambo,Lauchstange,Puerro,대파,ながねぎ,Leek
Red Scarf,Foulard Rouge,Fascia Rossa,Roter Schal,Pañuelo Rojo,빨강밴드,あかいバンダナ,Red Scarf
Blue Scarf,Foulard Bleu,Fascia Blu,Blauer Schal,Pañuelo Azul,파랑밴드,あおいバンダナ,Blue Scarf
Pink Scarf,Foulard Rose,Fascia Rosa,Rosa Schal,Pañuelo Rosa,분홍밴드,ピンクのバンダナ,Pink Scarf
Green Scarf,Foulard Vert,Fascia Verde,Grüner Schal,Pañuelo Verde,초록밴드,みどりのバンダナ,Green Scarf
Yellow Scarf,Foulard Jaune,Fascia Gialla,Gelber Schal,Pañuelo Amarillo,노랑밴드,きいろのバンダナ,Yellow Scarf
Wide Lens,Loupe,Grandelente,Großlinse,Lupa,광각렌즈,こうかくレンズ,Wide Lens
Muscle Band,Bandeau Muscle,Muscolbanda,Muskelband,Cinta Fuerte,힘의머리띠,ちからのハチマキ,Muscle Band
Wise Glasses,Lunettes Sages,Saviocchiali,Schlaubrille,Gafas Especiales,박식안경,ものしりメガネ,Wise Glasses
Expert Belt,Ceinture Pro,Abilcintura,Expertengurt,Cinta Experto,달인의띠,たつじんのおび,Expert Belt
Light Clay,Lumargile,Creta Luce,Lichtlehm,Refleluz,빛의점토,ひかりのねんど,Light Clay
Life Orb,Orbe Vie,Assorbisfera,Leben-Orb,Vidasfera,생명의구슬,いのちのたま,Life Orb
Power Herb,Herbe Pouvoir,Vigorerba,Energiekraut,Hierba Única,파워풀허브,パワフルハーブ,Power Herb
Toxic Orb,Orbe Toxique,Tossicsfera,Toxik-Orb,Toxisfera,맹독구슬,どくどくだま,Toxic Orb
Flame Orb,Orbe Flamme,Fiammosfera,Heiß-Orb,Llamasfera,화염구슬,かえんだま,Flame Orb
Quick Powder,Poudre Vite,Velopolvere,Flottstaub,Polvo Veloz,스피드파우더,スピードパウダー,Quick Powder
Focus Sash,Ceinture Force,Focalnastro,Fokusgurt,Banda Focus,기합의띠,きあいのタスキ,Focus Sash
Zoom Lens,Lentille Zoom,Zoomlente,Zoomlinse,Telescopio,포커스렌즈,フォーカスレンズ,Zoom Lens
Metronome,Métronome,Plessimetro,Metronom,Metrónomo,메트로놈,メトロノーム,Metronome
Iron Ball,Balle Fer,Ferropalla,Eisenkugel,Bola Férrea,검은철구,くろいてっきゅう,Iron Ball
Lagging Tail,Ralentiqueue,Rallentocoda,Schwerschweif,Cola Plúmbea,느림보꼬리,こうこうのしっぽ,Lagging Tail
Destiny Knot,Nœud Destin,Destincomune,Fatumknoten,Lazo Destino,빨간실,あかいいと,Destiny Knot
Black Sludge,Boue Noire,Fangopece,Giftschleim,Lodo Negro,검은진흙,くろいヘドロ,Black Sludge
Icy Rock,Roche Glace,Rocciafredda,Eisbrocken,Roca Helada,차가운바위,つめたいいわ,Icy Rock
Smooth Rock,Roche Lisse,Roccialiscia,Glattbrocken,Roca Suave,보송보송바위,さらさらいわ,Smooth Rock
Heat Rock,Roche Chaude,Rocciacalda,Heißbrocken,Roca Calor,뜨거운바위,あついいわ,Heat Rock
Damp Rock,Roche Humide,Rocciaumida,Nassbrocken,Roca Lluvia,축축한바위,しめったいわ,Damp Rock
Grip Claw,Accro Griffe,Presartigli,Griffklaue,Garra Garfio,끈기갈고리손톱,ねばりのかぎづめ,Grip Claw
Choice Scarf,Mouchoir Choix,Stolascelta,Wahlschal,Pañuelo Elección,구애스카프,こだわりスカーフ,Choice Scarf
Sticky Barb,Piquants,Vischiopunta,Klettdorn,Toxiestrella,끈적끈적바늘,くっつきバリ,Sticky Barb
Power Bracer,Poignet Pouvoir,Vigorcerchio,Machtreif,Brazal Recio,파워리스트,パワーリスト,Power Bracer
Power Belt,Ceinture Pouvoir,Vigorfascia,Machtgurt,Cinto Recio,파워벨트,パワーベルト,Power Belt
Power Lens,Lentille Pouvoir,Vigorlente,Machtlinse,Lente Recia,파워렌즈,パワーレンズ,Power Lens
Power Band,Bandeau Pouvoir,Vigorbanda,Machtband,Banda Recia,파워밴드,パワーバンド,Power Band
Power Anklet,Chaîne Pouvoir,Vigorgliera,Machtkette,Franja Recia,파워앵클릿,パワーアンクル,Power Anklet
Power Weight,Poids Pouvoir,Vigorpeso,Machtgewicht,Pesa Recia,파워웨이트,パワーウエイト,Power Weight
Shed Shell,Carapace Mue,Disfoguscio,Wechselhülle,Muda Concha,아름다운허물,きれいなぬけがら,Shed Shell
Big Root,Grosse Racine,Granradice,Großwurzel,Raíz Grande,큰뿌리,おおきなねっこ,Big Root
Choice Specs,Lunettes Choix,Lentiscelta,Wahlbrille,Gafas Elección,구애안경,こだわりメガネ,Choice Specs
Flame Plate,Plaque Flamme,Lastrarogo,Feuertafel,Tabla Llama,불구슬플레이트,ひのたまプレート,Flame Plate
Splash Plate,Plaque Hydro,Lastraidro,Wassertafel,Tabla Linfa,물방울플레이트,しずくプレート,Splash Plate
Zap Plate,Plaque Volt,Lastrasaetta,Blitztafel,Tabla Trueno,우뢰플레이트,いかずちプレート,Zap Plate
Meadow Plate,Plaque Herbe,Lastraprato,Wiesentafel,Tabla Pradal,초록플레이트,みどりのプレート,Meadow Plate
Icicle Plate,Plaque Glace,Lastragelo,Frosttafel,Tabla Helada,고드름플레이트,つららのプレート,Icicle Plate
Fist Plate,Plaque Poing,Lastrapugno,Fausttafel,Tabla Fuerte,주먹플레이트,こぶしのプレート,Fist Plate
Toxic Plate,Plaque Toxicité,Lastrafiele,Gifttafel,Tabla Tóxica,맹독플레이트,もうどくプレート,Toxic Plate
Earth Plate,Plaque Terre,Lastrageo,Erdtafel,Tabla Terrax,대지플레이트,だいちのプレート,Earth Plate
Sky Plate,Plaque Ciel,Lastracielo,Wolkentafel,Tabla Cielo,푸른하늘플레이트,あおぞらプレート,Sky Plate
Mind Plate,Plaque Esprit,Lastramente,Hirntafel,Tabla Mental,이상한플레이트,ふしぎのプレート,Mind Plate
Insect Plate,Plaque Insecte,Lastrabaco,Käfertafel,Tabla Bicho,비단벌레플레이트,たまむしプレート,Insect Plate
Stone Plate,Plaque Roc,Lastrapietra,Steintafel,Tabla Pétrea,암석플레이트,がんせきプレート,Stone Plate
Spooky Plate,Plaque Fantôme,Lastratetra,Spuktafel,Tabla Terror,원령플레이트,もののけプレート,Spooky Plate
Draco Plate,Plaque Draco,Lastradrakon,Dracotafel,Tabla Draco,용의플레이트,りゅうのプレート,Draco Plate
Dread Plate,Plaque Ombre,Lastratimore,Furchttafel,Tabla Oscura,공포플레이트,こわもてプレート,Dread Plate
Iron Plate,Plaque Fer,Lastraferro,Eisentafel,Tabla Acero,강철플레이트,こうてつプレート,Iron Plate
Odd Incense,Encens Bizarre,Bizzoaroma,Schrägrauch,Incienso Raro,괴상한향로,あやしいおこう,Odd Incense
Rock Incense,Encens Roc,Roccioaroma,Steinrauch,Incienso Roca,암석향로,がんせきおこう,Rock Incense
Full Incense,Encens Plein,Gonfioaroma,Lahmrauch,Incienso Lento,만복향로,まんぷくおこう,Full Incense
Wave Incense,Encens Vague,Ondaroma,Wellenrauch,Incienso Acua,잔물결향로,さざなみのおこう,Wave Incense
Rose Incense,Encens Fleur,Rosaroma,Rosenrauch,Incienso Floral,꽃향로,おはなのおこう,Rose Incense
Luck Incense,Encens Veine,Fortunaroma,Glücksrauch,Incienso Duplo,행운의향로,こううんのおこう,Luck Incense
Pure Incense,Encens Pur,Puroaroma,Scheuchrauch,Incienso Puro,순결의향로,きよめのおこう,Pure Incense
Protector,Protecteur,Copertura,Schützer,Protector,프로텍터,プロテクター,Protector
Electirizer,Électriseur,Elettritore,Stromisierer,Electrizador,에레키부스터,エレキブースター,Electirizer
Magmarizer,Magmariseur,Magmatore,Magmaisierer,Magmatizador,마그마부스터,マグマブースター,Magmarizer
Dubious Disc,CD Douteux,Dubbiodisco,Dubiosdisc,Disco Extraño,괴상한패치,あやしいパッチ,Dubious Disc
Reaper Cloth,Tissu Fauche,Terrorpanno,Düsterumhang,Tela Terrible,영계의천,れいかいのぬの,Reaper Cloth
Razor Claw,Griffe Rasoir,Affilartigli,Scharfklaue,Garra Afilada,예리한손톱,するどいツメ,Razor Claw
Razor Fang,Croc Rasoir,Affilodente,Scharfzahn,Colmillo Agudo,예리한이빨,するどいキバ,Razor Fang
TM01,CT01,MT01,TM01,MT01,기술머신01,わざマシン０１,TM01
TM02,CT02,MT02,TM02,MT02,기술머신02,わざマシン０２,TM02
TM03,CT03,MT03,TM03,MT03,기술머신03,わざマシン０３,TM03
TM04,CT04,MT04,TM04,MT04,기술머신04,わざマシン０４,TM04
TM05,CT05,MT05,TM05,MT05,기술머신05,わざマシン０５,TM05
TM06,CT06,MT06,TM06,MT06,기술머신06,わざマシン０６,TM06
TM07,CT07,MT07,TM07,MT07,기술머신07,わざマシン０７,TM07
TM08,CT08,MT08,TM08,MT08,기술머신08,わざマシン０８,TM08
TM09,CT09,MT09,TM09,MT09,기술머신09,わざマシン０９,TM09
TM10,CT10,MT10,TM10,MT10,기술머신10,わざマシン１０,TM10
TM11,CT11,MT11,TM11,MT11,기술머신11,わざマシン１１,TM11
TM12,CT12,MT12,TM12,MT12,기술머신12,わざマシン１２,TM12
TM13,CT13,MT13,TM13,MT13,기술머신13,わざマシン１３,TM13
TM14,CT14,MT14,TM14,MT14,기술머신14,わざマシン１４,TM14
TM15,CT15,MT15,TM15,MT15,기술머신15,わざマシン１５,TM15
TM16,CT16,MT16,TM16,MT16,기술머신16,わざマシン１６,TM16
TM17,CT17,MT17,TM17,MT17,기술머신17,わざマシン１７,TM17
TM18,CT18,MT18,TM18,MT18,기술머신18,わざマシン１８,TM18
TM19,CT19,MT19,TM19,MT19,기술머신19,わざマシン１９,TM19
TM20,CT20,MT20,TM20,MT20,기술머신20,わざマシン２０,TM20
TM21,CT21,MT21,TM21,MT21,기술머신21,わざマシン２１,TM21
TM22,CT22,MT22,TM22,MT22,기술머신22,わざマシン２２,TM22
TM23,CT23,MT23,TM23,MT23,기술머신23,わざマシン２３,TM23
TM24,CT24,MT24,TM24,MT24,기술머신24,わざマシン２４,TM24
TM25,CT25,MT25,TM25,MT25,기술머신25,わざマシン２５,TM25
TM26,CT26,MT26,TM26,MT26,기술머신26,わざマシン２６,TM26
TM27,CT27,MT27,TM27,MT27,기술머신27,わざマシン２７,TM27
TM28,CT28,MT28,TM28,MT28,기술머신28,わざマシン２８,TM28
TM29,CT29,MT29,TM29,MT29,기술머신29,わざマシン２９,TM29
TM30,CT30,MT30,TM30,MT30,기술머신30,わざマシン３０,TM30
TM31,CT31,MT31,TM31,MT31,기술머신31,わざマシン３１,TM31
TM32,CT32,MT32,TM32,MT32,기술머신32,わざマシン３２,TM32
TM33,CT33,MT33,TM33,MT33,기술머신33,わざマシン３３,TM33
TM34,CT34,MT34,TM34,MT34,기술머신34,わざマシン３４,TM34
TM35,CT35,MT35,TM35,MT35,기술머신35,わざマシン３５,TM35
TM36,CT36,MT36,TM36,MT36,기술머신36,わざマシン３６,TM36
TM37,CT37,MT37,TM37,MT37,기술머신37,わざマシン３７,TM37
TM38,CT38,MT38,TM38,MT38,기술머신38,わざマシン３８,TM38
TM39,CT39,MT39,TM39,MT39,기술머신39,わざマシン３９,TM39
TM40,CT40,MT40,TM40,MT40,기술머신40,わざマシン４０,TM40
TM41,CT41,MT41,TM41,MT41,기술머신41,わざマシン４１,TM41
TM42,CT42,MT42,TM42,MT42,기술머신42,わざマシン４２,TM42
TM43,CT43,MT43,TM43,MT43,기술머신43,わざマシン４３,TM43
TM44,CT44,MT44,TM44,MT44,기술머신44,わざマシン４４,TM44
TM45,CT45,MT45,TM45,MT45,기술머신45,わざマシン４５,TM45
TM46,CT46,MT46,TM46,MT46,기술머신46,わざマシン４６,TM46
TM47,CT47,MT47,TM47,MT47,기술머신47,わざマシン４７,TM47
TM48,CT48,MT48,TM48,MT48,기술머신48,わざマシン４８,TM48
TM49,CT49,MT49,TM49,MT49,기술머신49,わざマシン４９,TM49
TM50,CT50,MT50,TM50,MT50,기술머신50,わざマシン５０,TM50
TM51,CT51,MT51,TM51,MT51,기술머신51,わざマシン５１,TM51
TM52,CT52,MT52,TM52,MT52,기술머신52,わざマシン５２,TM52
TM53,CT53,MT53,TM53,MT53,기술머신53,わざマシン５３,TM53
TM54,CT54,MT54,TM54,MT54,기술머신54,わざマシン５４,TM54
TM55,CT55,MT55,TM55,MT55,기술머신55,わざマシン５５,TM55
TM56,CT56,MT56,TM56,MT56,기술머신56,わざマシン５６,TM56
TM57,CT57,MT57,TM57,MT57,기술머신57,わざマシン５７,TM57
TM58,CT58,MT58,TM58,MT58,기술머신58,わざマシン５８,TM58
TM59,CT59,MT59,TM59,MT59,기술머신59,わざマシン５９,TM59
TM60,CT60,MT60,TM60,MT60,기술머신60,わざマシン６０,TM60
TM61,CT61,MT61,TM61,MT61,기술머신61,わざマシン６１,TM61
TM62,CT62,MT62,TM62,MT62,기술머신62,わざマシン６２,TM62
TM63,CT63,MT63,TM63,MT63,기술머신63,わざマシン６３,TM63
TM64,CT64,MT64,TM64,MT64,기술머신64,わざマシン６４,TM64
TM65,CT65,MT65,TM65,MT65,기술머신65,わざマシン６５,TM65
TM66,CT66,MT66,TM66,MT66,기술머신66,わざマシン６６,TM66
TM67,CT67,MT67,TM67,MT67,기술머신67,わざマシン６７,TM67
TM68,CT68,MT68,TM68,MT68,기술머신68,わざマシン６８,TM68
TM69,CT69,MT69,TM69,MT69,기술머신69,わざマシン６９,TM69
TM70,CT70,MT70,TM70,MT70,기술머신70,わざマシン７０,TM70
TM71,CT71,MT71,TM71,MT71,기술머신71,わざマシン７１,TM71
TM72,CT72,MT72,TM72,MT72,기술머신72,わざマシン７２,TM72
TM73,CT73,MT73,TM73,MT73,기술머신73,わざマシン７３,TM73
TM74,CT74,MT74,TM74,MT74,기술머신74,わざマシン７４,TM74
TM75,CT75,MT75,TM75,MT75,기술머신75,わざマシン７５,TM75
TM76,CT76,MT76,TM76,MT76,기술머신76,わざマシン７６,TM76
TM77,CT77,MT77,TM77,MT77,기술머신77,わざマシン７７,TM77
TM78,CT78,MT78,TM78,MT78,기술머신78,わざマシン７８,TM78
TM79,CT79,MT79,TM79,MT79,기술머신79,わざマシン７９,TM79
TM80,CT80,MT80,TM80,MT80,기술머신80,わざマシン８０,TM80
TM81,CT81,MT81,TM81,MT81,기술머신81,わざマシン８１,TM81
TM82,CT82,MT82,TM82,MT82,기술머신82,わざマシン８２,TM82
TM83,CT83,MT83,TM83,MT83,기술머신83,わざマシン８３,TM83
TM84,CT84,MT84,TM84,MT84,기술머신84,わざマシン８４,TM84
TM85,CT85,MT85,TM85,MT85,기술머신85,わざマシン８５,TM85
TM86,CT86,MT86,TM86,MT86,기술머신86,わざマシン８６,TM86
TM87,CT87,MT87,TM87,MT87,기술머신87,わざマシン８７,TM87
TM88,CT88,MT88,TM88,MT88,기술머신88,わざマシン８８,TM88
TM89,CT89,MT89,TM89,MT89,기술머신89,わざマシン８９,TM89
TM90,CT90,MT90,TM90,MT90,기술머신90,わざマシン９０,TM90
TM91,CT91,MT91,TM91,MT91,기술머신91,わざマシン９１,TM91
TM92,CT92,MT92,TM92,MT92,기술머신92,わざマシン９２,TM92
HM01,CS01,MN01,VM01,MO01,비전머신01,ひでんマシン０１,HM01
HM02,CS02,MN02,VM02,MO02,비전머신02,ひでんマシン０２,HM02
HM03,CS03,MN03,VM03,MO03,비전머신03,ひでんマシン０３,HM03
HM04,CS04,MN04,VM04,MO04,비전머신04,ひでんマシン０４,HM04
HM05,CS05,MN05,VM05,MO05,비전머신05,ひでんマシン０５,HM05
HM06,CS06,MN06,VM06,MO06,비전머신06,ひでんマシン０６,HM06
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
Explorer Kit,Explorakit,Esplorokit,Erkundungs-Set,Kit Explorador,탐험세트,たんけんセット,Explorer Kit
Loot Sack,Sac Butin,Bottinosacca,Beutesack,Saca Botín,보물주머니,たからぶくろ,Loot Sack
Rule Book,Livre Règles,Libro Regole,Regelbuch,Reglamento,룰북,ルールブック,Rule Book
Poké Radar,Poké Radar,Poké Radar,Pokéradar,Pokéradar,포켓트레,ポケトレ,Poké Radar
Point Card,Carte Points,Scheda Punti,Punktekarte,Tarjeta Puntos,포인트카드,ポイントカード,Point Card
Journal,Journal,Agenda,Tagebuch,Diario,모험노트,ぼうけんノート,Journal
Seal Case,Boîte Sceaux,Portabolli,Stickerkoffer,Caja Sellos,실상자,シールいれ,Seal Case
Fashion Case,Coffret Mode,Scatola Chic,Modekoffer,Caja Corazón,액세서리상자,アクセサリーいれ,Fashion Case
Seal Bag,Sac Sceaux,Bollosacca,Stickertüte,Bolsa Sellos,실주머니,シールぶくろ,Seal Bag
Pal Pad,Registre Ami,Blocco Amici,Adressbuch,Bloc amigos,친구수첩,ともだちてちょう,Pal Pad
Works Key,Clé Centrale,Turbinchiave,K-Schlüssel,Llave Central,발전소키,はつでんしょキー,Works Key
Old Charm,Vieux Grigri,Arcamuleto,Talisman,Talismán,고대의부적,こだいのおまもり,Old Charm
Galactic Key,Clé Galaxie,Galachiave,G-Schlüssel,Llave Galaxia,갤럭시단의열쇠,ギンガだんのカギ,Galactic Key
Red Chain,Chaîne Rouge,Rossocatena,Rote Kette,Cadena Roja,빨강쇠사슬,あかいくさり,Red Chain
Town Map,Carte,Mappa città,Karte,Mapa,타운맵,タウンマップ,Town Map
Vs. Seeker,Cherch’Combat,Cercasfide,Kampffahnder,Buscapelea,배틀서처,バトルサーチャー,Vs. Seeker
Coin Case,Boîte Jetons,Salvadanaio,Münzkorb,Monedero,동전케이스,コインケース,Coin Case
Old Rod,Canne,Amo Vecchio,Angel,Caña Vieja,낡은낚싯대,ボロのつりざお,Old Rod
Good Rod,Super Canne,Amo Buono,Profiangel,Caña Buena,좋은낚싯대,いいつりざお,Good Rod
Super Rod,Méga Canne,Super Amo,Superangel,Supercaña,대단한낚싯대,すごいつりざお,Super Rod
Sprayduck,Kwakarrosoir,Sprayduck,Entonkanne,Psydugadera,고라파덕물뿌리개,コダックじょうろ,Sprayduck
Poffin Case,Boîte Poffin,Portapoffin,Knurspbox,Pokochera,포핀케이스,ポフィンケース,Poffin Case
Bike,Bicyclette,Bicicletta,Fahrrad,Bici,자전거,じてんしゃ,Bike
Suite Key,Clé Chambre,Chiave Suite,B-Schlüssel,Llave Suite,룸키,ルームキー,Suite Key
Oak’s Letter,Lettre Chen,Lettera Oak,Eichs Brief,Carta Prof. Oak,오박사의편지,オーキドのてがみ,Oak’s Letter
Lunar Wing,Lun’Aile,Alalunare,Lunarfeder,Pluma Lunar,초승달날개,みかづきのはね,Lunar Wing
Member Card,Carte Membre,Scheda Soci,Mitgliedskarte,Carné Socio,멤버스카드,メンバーズカード,Member Card
Azure Flute,Flûte Azur,Flauto Cielo,Azurflöte,Flauta Azur,천계의피리,てんかいのふえ,Azure Flute
S.S. Ticket,Passe Bateau,Biglietto nave,Bootsticket,Ticket Barco,승선티켓,ふねのチケット,S.S. Ticket
Contest Pass,Passe Concours,Tessera Gare,Wettbewerbskarte,Pase Concurso,콘테스트패스,コンテストパス,Contest Pass
Magma Stone,Pierre Magma,Magmapietra,Magmastein,Piedra Magma,화산의돌,かざんのおきいし,Magma Stone
Parcel,Colis,Pacco,Paket,Paquete,전해줄물건,おとどけもの,Parcel
Coupon 1,Bon 1,Coupon 1,Kupon 1,Cupón 1,교환권1,ひきかえけん１,Coupon 1
Coupon 2,Bon 2,Coupon 2,Kupon 2,Cupón 2,교환권2,ひきかえけん２,Coupon 2
Coupon 3,Bon 3,Coupon 3,Kupon 3,Cupón 3,교환권3,ひきかえけん３,Coupon 3
Storage Key,Clé Stockage,Depochiave,Lagerschlüssel,Llave Almacén,창고열쇠,そうこのカギ,Storage Key
Secret Potion,Potion Secrète,Pozione Segreta,Geheimtrank,Poción Secreta,비전신약,ひでんのくすり,Secret Potion
Vs. Recorder,Magnéto VS,Registradati,Kampfkamera,Cámara Lucha,배틀레코더,バトルレコーダー,Vs. Recorder
Gracidea,Gracidée,Gracidea,Gracidea,Gracídea,그라시데아꽃,グラシデアのはな,Gracidea
Secret Key,Clé Secrète,Chiave segreta,Geheimschlüssel,Llave Secreta,비밀의열쇠,ひみつのカギ,Secret Key
Apricorn Box,Boîte Noigrume,Ghicobox,Aprikokobox,Caja Bonguri,규토리케이스,ぼんぐりケース,Apricorn Box
Unown Report,Carnet Zarbi,UnownBloc,Icognitoheft,Bloc Unown,안농노트,アンノーンノート,Unown Report
Berry Pots,Plante-Baies,Piantabacche,Pflanzset,Plantabayas,나무열매플랜터,きのみプランター,Berry Pots
Dowsing Machine,Cherch’Objet,Ricerca strum.,Itemradar,Zahorí,다우징머신,ダウジングマシン,Dowsing Machine
Blue Card,Carte Bleue,Carta Blu,Blaue Karte,Tarjeta Azul,블루카드,ブルーカード,Blue Card
Slowpoke Tail,Queue Ramoloss,Coda Slowpoke,Flegmon-Rute,Cola Slowpoke,맛있는꼬리,おいしいシッポ,Slowpoke Tail
Clear Bell,Glas Transparent,Campana Chiara,Klarglocke,Cascabel Claro,크리스탈방울,とうめいなスズ,Clear Bell
Card Key,Carte Magnétique,Apriporta,Schlüsselkarte,Llave Magnética,카드키,カードキー,Card Key
Basement Key,Clé Sous-Sol,Chiave sotterr.,Kelleröffner,Llave Sótano,지하의열쇠,ちかのかぎ,Basement Key
Squirt Bottle,Carapuce à O,Annaffiatoio,Schiggykanne,Regadera,꼬부기물뿌리개,ゼニガメじょうろ,Squirt Bottle
Red Scale,Écaille Rouge,Squama Rossa,Rote Haut,Escama Roja,빨간비늘,あかいウロコ,Red Scale
Lost Item,Objet perdu,Strumento perso,Fundsache,Objeto Perdido,분실물,おとしもの,Lost Item
Pass,Passe Train,Superpass,Fahrschein,Magnetopase,리니어패스,リニアパス,Pass
Machine Part,Partie Machine,Pezzo macch.,Spule,Maquinaria,기계부품,きかいのぶひん,Machine Part
Silver Wing,Argent’Aile,Aladargento,Silberflügel,Ala Plateada,은빛날개,ぎんいろのはね,Silver Wing
Rainbow Wing,Arc-en-Ci’Aile,Ala d’Iride,Buntschwinge,Ala Arcoíris,무지갯빛날개,にじいろのはね,Rainbow Wing
Mystery Egg,Œuf Mystère,Uovo Mistero,Rätsel-Ei,Huevo Misterioso,이상한알,ふしぎなタマゴ,Mystery Egg
Red Apricorn,Noigrume Rouge,Ghicocca Rossa,Aprikoko Rot,Bonguri Rojo,빨간규토리,あかぼんぐり,Red Apricorn
Blue Apricorn,Noigrume Bleu,Ghicocca Blu,Aprikoko Blau,Bonguri Azul,파란규토리,あおぼんぐり,Blue Apricorn
Yellow Apricorn,Noigrume Jaune,Ghicocca Gialla,Aprikoko Gelb,Bonguri Amarillo,노랑규토리,きぼんぐり,Yellow Apricorn
Green Apricorn,Noigrume Vert,Ghicocca Verde,Aprikoko Grün,Bonguri Verde,초록규토리,みどぼんぐり,Green Apricorn
Pink Apricorn,Noigrume Rose,Ghicocca Rosa,Aprikoko Pink,Bonguri Rosa,담홍규토리,ももぼんぐり,Pink Apricorn
White Apricorn,Noigrume Blanc,Ghicocca Bianca,Aprikoko Weiß,Bonguri Blanco,하얀규토리,しろぼんぐり,White Apricorn
Black Apricorn,Noigrume Noir,Ghicocca Nera,Aprikoko Schwarz,Bonguri Negro,검은규토리,くろぼんぐり,Black Apricorn
Fast Ball,Speed Ball,Rapid Ball,Turboball,Rapid Ball,스피드볼,スピードボール,Fast Ball
Level Ball,Niveau Ball,Level Ball,Levelball,Nivel Ball,레벨볼,レベルボール,Level Ball
Lure Ball,Appât Ball,Esca Ball,Köderball,Cebo Ball,루어볼,ルアーボール,Lure Ball
Heavy Ball,Masse Ball,Peso Ball,Schwerball,Peso Ball,헤비볼,ヘビーボール,Heavy Ball
Love Ball,Love Ball,Love Ball,Sympaball,Amor Ball,러브러브볼,ラブラブボール,Love Ball
Friend Ball,Copain Ball,Friend Ball,Freundesball,Amigo Ball,프렌드볼,フレンドボール,Friend Ball
Moon Ball,Lune Ball,Luna Ball,Mondball,Luna Ball,문볼,ムーンボール,Moon Ball
Sport Ball,Compét’Ball,Gara Ball,Turnierball,Competi Ball,콤페볼,コンペボール,Sport Ball
Park Ball,Parc Ball,Parco Ball,Parkball,Parque Ball,파크볼,パークボール,Park Ball
Photo Album,Album Photo,Album,Fotoalbum,Álbum,포토앨범,フォトアルバム,Photo Album
GB Sounds,Lecteur GB,Lettore GB,GB-Player,Lector GB,GB플레이어,ＧＢプレイヤー,GB Sounds
Tidal Bell,Glas Tempête,Campana Onda,Gischtglocke,Cascabel Oleaje,해명의방울,うみなりのスズ,Tidal Bell
Rage Candy Bar,Bonbon Rage,Iramella,Wutkeks,Caramelo Furia,분노의호두과자,いかりまんじゅう,Rage Candy Bar
Data Card 01,Carte Mémo01,Scheda Dati 01,Datenkarte01,Tarjeta Datos 01,데이터카드01,データカード０１,Data Card 01
Data Card 02,Carte Mémo02,Scheda Dati 02,Datenkarte02,Tarjeta Datos 02,데이터카드02,データカード０２,Data Card 02
Data Card 03,Carte Mémo03,Scheda Dati 03,Datenkarte03,Tarjeta Datos 03,데이터카드03,データカード０３,Data Card 03
Data Card 04,Carte Mémo04,Scheda Dati 04,Datenkarte04,Tarjeta Datos 04,데이터카드04,データカード０４,Data Card 04
Data Card 05,Carte Mémo05,Scheda Dati 05,Datenkarte05,Tarjeta Datos 05,데이터카드05,データカード０５,Data Card 05
Data Card 06,Carte Mémo06,Scheda Dati 06,Datenkarte06,Tarjeta Datos 06,데이터카드06,データカード０６,Data Card 06
Data Card 07,Carte Mémo07,Scheda Dati 07,Datenkarte07,Tarjeta Datos 07,데이터카드07,データカード０７,Data Card 07
Data Card 08,Carte Mémo08,Scheda Dati 08,Datenkarte08,Tarjeta Datos 08,데이터카드08,データカード０８,Data Card 08
