en,fr,it,de,es,ko,kana,pt
Lairon,Galegon,Lairon,Stollrak,Lairon,갱도라,コドラ,Lairon
Aggron,Galeking,Aggron,Stolloss,Aggron,보스로라,ボスゴドラ,Aggron
Meditite,Méditikka,Meditite,Meditie,Meditite,요가랑,アサナン,Meditite
Medicham,Charmina,Medicham,Meditalis,Medicham,요가램,チャーレム,Medicham
Electrike,Dynavolt,Electrike,Frizelbliz,Electrike,썬더라이,ラクライ,Electrike
Manectric,Élecsprint,Manectric,Voltenso,Manectric,썬더볼트,ライボルト,Manectric
Plusle,Posipi,Plusle,Plusle,Plusle,플러시,プラスル,Plusle
Minun,Négapi,Minun,Minun,Minun,마이농,マイナン,Minun
Volbeat,Muciole,Volbeat,Volbeat,Volbeat,볼비트,バルビート,Volbeat
Illumise,Lumivole,Illumise,Illumise,Illumise,네오비트,イルミーゼ,Illumise
Roselia,Rosélia,Roselia,Roselia,Roselia,로젤리아,ロゼリア,Roselia
Gulpin,Gloupti,Gulpin,Schluppuck,Gulpin,꼴깍몬,ゴクリン,Gulpin
Swalot,Avaltout,Swalot,Schlukwech,Swalot,꿀꺽몬,マルノーム,Swalot
Carvanha,Carvanha,Carvanha,Kanivanha,Carvanha,샤프니아,キバニア,Carvanha
Sharpedo,Sharpedo,Sharpedo,Tohaido,Sharpedo,샤크니아,サメハダー,Sharpedo
Wailmer,Wailmer,Wailmer,Wailmer,Wailmer,고래왕자,ホエルコ,Wailmer
Wailord,Wailord,Wailord,Wailord,Wailord,고래왕,ホエルオー,Wailord
Numel,Chamallot,Numel,Camaub,Numel,둔타,ドンメル,Numel
Camerupt,Camérupt,Camerupt,Camerupt,Camerupt,폭타,バクーダ,Camerupt
Torkoal,Chartor,Torkoal,Qurtel,Torkoal,코터스,コータス,Torkoal
Spoink,Spoink,Spoink,Spoink,Spoink,피그점프,バネブー,Spoink
Grumpig,Groret,Grumpig,Groink,Grumpig,피그킹,ブーピッグ,Grumpig
Spinda,Spinda,Spinda,Pandir,Spinda,얼루기,パッチール,Spinda
Trapinch,Kraknoix,Trapinch,Knacklion,Trapinch,톱치,ナックラー,Trapinch
Vibrava,Vibraninf,Vibrava,Vibrava,Vibrava,비브라바,ビブラーバ,Vibrava
Flygon,Libégon,Flygon,Libelldra,Flygon,플라이곤,フライゴン,Flygon
Cacnea,Cacnea,Cacnea,Tuska,Cacnea,선인왕,サボネア,Cacnea
Cacturne,Cacturne,Cacturne,Noktuska,Cacturne,밤선인,ノクタス,Cacturne
Swablu,Tylton,Swablu,Wablu,Swablu,파비코,チルット,Swablu
Altaria,Altaria,Altaria,Altaria,Altaria,파비코리,チルタリス,Altaria
Zangoose,Mangriff,Zangoose,Sengo,Zangoose,쟝고,ザングース,Zangoose
Seviper,Séviper,Seviper,Vipitis,Seviper,세비퍼,ハブネーク,Seviper
Lunatone,Séléroc,Lunatone,Lunastein,Lunatone,루나톤,ルナトーン,Lunatone
Solrock,Solaroc,Solrock,Sonnfel,Solrock,솔록,ソルロック,Solrock
Barboach,Barloche,Barboach,Schmerbe,Barboach,미꾸리,ドジョッチ,Barboach
Whiscash,Barbicha,Whiscash,Welsar,Whiscash,메깅,ナマズン,Whiscash
Corphish,Écrapince,Corphish,Krebscorps,Corphish,가재군,ヘイガニ,Corphish
Crawdaunt,Colhomard,Crawdaunt,Krebutack,Crawdaunt,가재장군,シザリガー,Crawdaunt
Baltoy,Balbuto,Baltoy,Puppance,Baltoy,오뚝군,ヤジロン,Baltoy
Claydol,Kaorine,Claydol,Lepumentas,Claydol,점토도리,ネンドール,Claydol
Lileep,Lilia,Lileep,Liliep,Lileep,릴링,リリーラ,Lileep
Cradily,Vacilys,Cradily,Wielie,Cradily,릴리요,ユレイドル,Cradily
Anorith,Anorith,Anorith,Anorith,Anorith,아노딥스,アノプス,Anorith
Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,아말도,アーマルド,Armaldo
Feebas,Barpau,Feebas,Barschwa,Feebas,빈티나,ヒンバス,Feebas
Milotic,Milobellus,Milotic,Milotic,Milotic,밀로틱,ミロカロス,Milotic
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン,Castform
Kecleon,Kecleon,Kecleon,Kecleon,Kecleon,켈리몬,カクレオン,Kecleon
Shuppet,Polichombr,Shuppet,Shuppet,Shuppet,어둠대신,カゲボウズ,Shuppet
Banette,Branette,Banette,Banette,Banette,다크펫,ジュペッタ,Banette
Duskull,Skelénox,Duskull,Zwirrlicht,Duskull,해골몽,ヨマワル,Duskull
Dusclops,Téraclope,Dusclops,Zwirrklop,Dusclops,미라몽,サマヨール,Dusclops
Tropius,Tropius,Tropius,Tropius,Tropius,트로피우스,トロピウス,Tropius
Chimecho,Éoko,Chimecho,Palimpalim,Chimecho,치렁,チリーン,Chimecho
Absol,Absol,Absol,Absol,Absol,앱솔,アブソル,Absol
Wynaut,Okéoké,Wynaut,Isso,Wynaut,마자,ソーナノ,Wynaut
Snorunt,Stalgamin,Snorunt,Schneppke,Snorunt,눈꼬마,ユキワラシ,Snorunt
Glalie,Oniglali,Glalie,Firnontor,Glalie,얼음귀신,オニゴーリ,Glalie
Spheal,Obalie,Spheal,Seemops,Spheal,대굴레오,タマザラシ,Spheal
Sealeo,Phogleur,Sealeo,Seejong,Sealeo,씨레오,トドグラー,Sealeo
Walrein,Kaimorse,Walrein,Walraisa,Walrein,씨카이저,トドゼルガ,Walrein
Clamperl,Coquiperl,Clamperl,Perlu,Clamperl,진주몽,パールル,Clamperl
Huntail,Serpang,Huntail,Aalabyss,Huntail,헌테일,ハンテール,Huntail
Gorebyss,Rosabyss,Gorebyss,Saganabyss,Gorebyss,분홍장이,サクラビス,Gorebyss
Relicanth,Relicanth,Relicanth,Relicanth,Relicanth,시라칸,ジーランス,Relicanth
Luvdisc,Lovdisc,Luvdisc,Liebiskus,Luvdisc,사랑동이,ラブカス,Luvdisc
Bagon,Draby,Bagon,Kindwurm,Bagon,아공이,タツベイ,Bagon
Shelgon,Drackhaus,Shelgon,Draschel,Shelgon,쉘곤,コモルー,Shelgon
Salamence,Drattak,Salamence,Brutalanda,Salamence,보만다,ボーマンダ,Salamence
Beldum,Terhal,Beldum,Tanhel,Beldum,메탕,ダンバル,Beldum
Metang,Métang,Metang,Metang,Metang,메탕구,メタング,Metang
Metagross,Métalosse,Metagross,Metagross,Metagross,메타그로스,メタグロス,Metagross
Regirock,Regirock,Regirock,Regirock,Regirock,레지락,レジロック,Regirock
Regice,Regice,Regice,Regice,Regice,레지아이스,レジアイス,Regice
Registeel,Registeel,Registeel,Registeel,Registeel,레지스틸,レジスチル,Registeel
Latias,Latias,Latias,Latias,Latias,라티아스,ラティアス,Latias
Latios,Latios,Latios,Latios,Latios,라티오스,ラティオス,Latios
Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,가이오가,カイオーガ,Kyogre
Groudon,Groudon,Groudon,Groudon,Groudon,그란돈,グラードン,Groudon
Rayquaza,Rayquaza,Rayquaza,Rayquaza,Rayquaza,레쿠쟈,レックウザ,Rayquaza
Jirachi,Jirachi,Jirachi,Jirachi,Jirachi,지라치,ジラーチ,Jirachi
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス,Deoxys
Turtwig,Tortipouss,Turtwig,Chelast,Turtwig,모부기,ナエトル,Turtwig
Grotle,Boskara,Grotle,Chelcarain,Grotle,수풀부기,ハヤシガメ,Grotle
Torterra,Torterra,Torterra,Chelterrar,Torterra,토대부기,ドダイトス,Torterra
Chimchar,Ouisticram,Chimchar,Panflam,Chimchar,불꽃숭이,ヒコザル,Chimchar
Monferno,Chimpenfeu,Monferno,Panpyro,Monferno,파이숭이,モウカザル,Monferno
Infernape,Simiabraz,Infernape,Panferno,Infernape,초염몽,ゴウカザル,Infernape
Piplup,Tiplouf,Piplup,Plinfa,Piplup,팽도리,ポッチャマ,Piplup
Prinplup,Prinplouf,Prinplup,Pliprin,Prinplup,팽태자,ポッタイシ,Prinplup
Empoleon,Pingoléon,Empoleon,Impoleon,Empoleon,엠페르트,エンペルト,Empoleon
Starly,Étourmi,Starly,Staralili,Starly,찌르꼬,ムックル,Starly
Staravia,Étourvol,Staravia,Staravia,Staravia,찌르버드,ムクバード,Staravia
Staraptor,Étouraptor,Staraptor,Staraptor,Staraptor,찌르호크,ムクホーク,Staraptor
Bidoof,Keunotor,Bidoof,Bidiza,Bidoof,비버니,ビッパ,Bidoof
Bibarel,Castorno,Bibarel,Bidifas,Bibarel,비버통,ビーダル,Bibarel
Kricketot,Crikzik,Kricketot,Zirpurze,Kricketot,귀뚤뚜기,コロボーシ,Kricketot
Kricketune,Mélokrik,Kricketune,Zirpeise,Kricketune,귀뚤톡크,コロトック,Kricketune
Shinx,Lixy,Shinx,Sheinux,Shinx,꼬링크,コリンク,Shinx
Luxio,Luxio,Luxio,Luxio,Luxio,럭시오,ルクシオ,Luxio
Luxray,Luxray,Luxray,Luxtra,Luxray,렌트라,レントラー,Luxray
Budew,Rozbouton,Budew,Knospi,Budew,꼬몽울,スボミー,Budew
Roserade,Roserade,Roserade,Roserade,Roserade,로즈레이드,ロズレイド,Roserade
Cranidos,Kranidos,Cranidos,Koknodon,Cranidos,두개도스,ズガイドス,Cranidos
Rampardos,Charkos,Rampardos,Rameidon,Rampardos,램펄드,ラムパルド,Rampardos
Shieldon,Dinoclier,Shieldon,Schilterus,Shieldon,방패톱스,タテトプス,Shieldon
Bastiodon,Bastiodon,Bastiodon,Bollterus,Bastiodon,바리톱스,トリデプス,Bastiodon
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ,Burmy
Wormadam,Cheniselle,Wormadam,Burmadame,Wormadam,도롱마담,ミノマダム,Wormadam
Mothim,Papilord,Mothim,Moterpel,Mothim,나메일,ガーメイル,Mothim
Combee,Apitrini,Combee,Wadribie,Combee,세꿀버리,ミツハニー,Combee
Vespiquen,Apireine,Vespiquen,Honweisel,Vespiquen,비퀸,ビークイン,Vespiquen
Pachirisu,Pachirisu,Pachirisu,Pachirisu,Pachirisu,파치리스,パチリス,Pachirisu
Buizel,Mustébouée,Buizel,Bamelin,Buizel,브이젤,ブイゼル,Buizel
Floatzel,Mustéflott,Floatzel,Bojelin,Floatzel,플로젤,フローゼル,Floatzel
Cherubi,Ceribou,Cherubi,Kikugi,Cherubi,체리버,チェリンボ,Cherubi
Cherrim,Ceriflor,Cherrim,Kinoso,Cherrim,체리꼬,チェリム,Cherrim
Shellos,Sancoki,Shellos,Schalellos,Shellos,깝질무,カラナクシ,Shellos
Gastrodon,Tritosor,Gastrodon,Gastrodon,Gastrodon,트리토돈,トリトドン,Gastrodon
Ambipom,Capidextre,Ambipom,Ambidiffel,Ambipom,겟핸보숭,エテボース,Ambipom
Drifloon,Baudrive,Drifloon,Driftlon,Drifloon,흔들풍손,フワンテ,Drifloon
Drifblim,Grodrive,Drifblim,Drifzepeli,Drifblim,둥실라이드,フワライド,Drifblim
Buneary,Laporeille,Buneary,Haspiror,Buneary,이어롤,ミミロル,Buneary
Lopunny,Lockpin,Lopunny,Schlapor,Lopunny,이어롭,ミミロップ,Lopunny
Mismagius,Magirêve,Mismagius,Traunmagil,Mismagius,무우마직,ムウマージ,Mismagius
Honchkrow,Corboss,Honchkrow,Kramshef,Honchkrow,돈크로우,ドンカラス,Honchkrow
Glameow,Chaglam,Glameow,Charmian,Glameow,나옹마,ニャルマー,Glameow
Purugly,Chaffreux,Purugly,Shnurgarst,Purugly,몬냥이,ブニャット,Purugly
Chingling,Korillon,Chingling,Klingplim,Chingling,랑딸랑,リーシャン,Chingling
Stunky,Moufouette,Stunky,Skunkapuh,Stunky,스컹뿡,スカンプー,Stunky
Skuntank,Moufflair,Skuntank,Skuntank,Skuntank,스컹탱크,スカタンク,Skuntank
Bronzor,Archéomire,Bronzor,Bronzel,Bronzor,동미러,ドーミラー,Bronzor
Bronzong,Archéodong,Bronzong,Bronzong,Bronzong,동탁군,ドータクン,Bronzong
Bonsly,Manzaï,Bonsly,Mobai,Bonsly,꼬지지,ウソハチ,Bonsly
Mime Jr.,Mime Jr.,Mime Jr.,Pantimimi,Mime Jr.,흉내내,マネネ,Mime Jr.
Happiny,Ptiravi,Happiny,Wonneira,Happiny,핑복,ピンプク,Happiny
Chatot,Pijako,Chatot,Plaudagei,Chatot,페라페,ペラップ,Chatot
Spiritomb,Spiritomb,Spiritomb,Kryppuk,Spiritomb,화강돌,ミカルゲ,Spiritomb
Gible,Griknot,Gible,Kaumalat,Gible,딥상어동,フカマル,Gible
Gabite,Carmache,Gabite,Knarksel,Gabite,한바이트,ガバイト,Gabite
Garchomp,Carchacrok,Garchomp,Knakrack,Garchomp,한카리아스,ガブリアス,Garchomp
Munchlax,Goinfrex,Munchlax,Mampfaxo,Munchlax,먹고자,ゴンベ,Munchlax
Riolu,Riolu,Riolu,Riolu,Riolu,리오르,リオル,Riolu
Lucario,Lucario,Lucario,Lucario,Lucario,루카리오,ルカリオ,Lucario
Hippopotas,Hippopotas,Hippopotas,Hippopotas,Hippopotas,히포포타스,ヒポポタス,Hippopotas
Hippowdon,Hippodocus,Hippowdon,Hippoterus,Hippowdon,하마돈,カバルドン,Hippowdon
Skorupi,Rapion,Skorupi,Pionskora,Skorupi,스콜피,スコルピ,Skorupi
Drapion,Drascore,Drapion,Piondragi,Drapion,드래피온,ドラピオン,Drapion
Croagunk,Cradopaud,Croagunk,Glibunkel,Croagunk,삐딱구리,グレッグル,Croagunk
Toxicroak,Coatox,Toxicroak,Toxiquak,Toxicroak,독개굴,ドクロッグ,Toxicroak
Carnivine,Vortente,Carnivine,Venuflibis,Carnivine,무스틈니,マスキッパ,Carnivine
Finneon,Écayon,Finneon,Finneon,Finneon,형광어,ケイコウオ,Finneon
Lumineon,Luminéon,Lumineon,Lumineon,Lumineon,네오라이트,ネオラント,Lumineon
Mantyke,Babimanta,Mantyke,Mantirps,Mantyke,타만타,タマンタ,Mantyke
Snover,Blizzi,Snover,Shnebedeck,Snover,눈쓰개,ユキカブリ,Snover
Abomasnow,Blizzaroi,Abomasnow,Rexblisar,Abomasnow,눈설왕,ユキノオー,Abomasnow
Weavile,Dimoret,Weavile,Snibunna,Weavile,포푸니라,マニューラ,Weavile
Magnezone,Magnézone,Magnezone,Magnezone,Magnezone,자포코일,ジバコイル,Magnezone
Lickilicky,Coudlangue,Lickilicky,Schlurplek,Lickilicky,내룸벨트,ベロベルト,Lickilicky
Rhyperior,Rhinastoc,Rhyperior,Rihornior,Rhyperior,거대코뿌리,ドサイドン,Rhyperior
Tangrowth,Bouldeneu,Tangrowth,Tangoloss,Tangrowth,덩쿠림보,モジャンボ,Tangrowth
Electivire,Élekable,Electivire,Elevoltek,Electivire,에레키블,エレキブル,Electivire
Magmortar,Maganon,Magmortar,Magbrant,Magmortar,마그마번,ブーバーン,Magmortar
Togekiss,Togekiss,Togekiss,Togekiss,Togekiss,토게키스,トゲキッス,Togekiss
Yanmega,Yanmega,Yanmega,Yanmega,Yanmega,메가자리,メガヤンマ,Yanmega
Leafeon,Phyllali,Leafeon,Folipurba,Leafeon,리피아,リーフィア,Leafeon
Glaceon,Givrali,Glaceon,Glaziola,Glaceon,글레이시아,グレイシア,Glaceon
Gliscor,Scorvol,Gliscor,Skorgro,Gliscor,글라이온,グライオン,Gliscor
Mamoswine,Mammochon,Mamoswine,Mamutel,Mamoswine,맘모꾸리,マンムー,Mamoswine
Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,폴리곤Z,ポリゴンＺ,Porygon-Z
Gallade,Gallame,Gallade,Galagladi,Gallade,엘레이드,エルレイド,Gallade
Probopass,Tarinorme,Probopass,Voluminas,Probopass,대코파스,ダイノーズ,Probopass
Dusknoir,Noctunoir,Dusknoir,Zwirrfinst,Dusknoir,야느와르몽,ヨノワール,Dusknoir
Froslass,Momartik,Froslass,Frosdedje,Froslass,눈여아,ユキメノコ,Froslass
Rotom,Motisma,Rotom,Rotom,Rotom,로토무,ロトム,Rotom
Uxie,Créhelf,Uxie,Selfe,Uxie,유크시,ユクシー,Uxie
Mesprit,Créfollet,Mesprit,Vesprit,Mesprit,엠라이트,エムリット,Mesprit
Azelf,Créfadet,Azelf,Tobutz,Azelf,아그놈,アグノム,Azelf
Dialga,Dialga,Dialga,Dialga,Dialga,디아루가,ディアルガ,Dialga
Palkia,Palkia,Palkia,Palkia,Palkia,펄기아,パルキア,Palkia
Heatran,Heatran,Heatran,Heatran,Heatran,히드런,ヒードラン,Heatran
Regigigas,Regigigas,Regigigas,Regigigas,Regigigas,레지기가스,レジギガス,Regigigas
Giratina,Giratina,Giratina,Giratina,Giratina,기라티나,ギラティナ,Giratina
Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,크레세리아,クレセリア,Cresselia
Phione,Phione,Phione,Phione,Phione,피오네,フィオネ,Phione
Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,마나피,マナフィ,Manaphy
Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,다크라이,ダークライ,Darkrai
Shaymin,Shaymin,Shaymin,Shaymin,Shaymin,쉐이미,シェイミ,Shaymin
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス,Arceus
Victini,Victini,Victini,Victini,Victini,비크티니,ビクティニ,Victini
Snivy,Vipélierre,Snivy,Serpifeu,Snivy,주리비얀,ツタージャ,Snivy
Servine,Lianaja,Servine,Efoserp,Servine,샤비,ジャノビー,Servine
Serperior,Majaspic,Serperior,Serpiroyal,Serperior,샤로다,ジャローダ,Serperior
Tepig,Gruikui,Tepig,Floink,Tepig,뚜꾸리,ポカブ,Tepig
Pignite,Grotichon,Pignite,Ferkokel,Pignite,차오꿀,チャオブー,Pignite
Emboar,Roitiflam,Emboar,Flambirex,Emboar,염무왕,エンブオー,Emboar
Oshawott,Moustillon,Oshawott,Ottaro,Oshawott,수댕이,ミジュマル,Oshawott
Dewott,Mateloutre,Dewott,Zwottronin,Dewott,쌍검자비,フタチマル,Dewott
Samurott,Clamiral,Samurott,Admurai,Samurott,대검귀,ダイケンキ,Samurott
Patrat,Ratentif,Patrat,Nagelotz,Patrat,보르쥐,ミネズミ,Patrat
Watchog,Miradar,Watchog,Kukmarda,Watchog,보르그,ミルホッグ,Watchog
Lillipup,Ponchiot,Lillipup,Yorkleff,Lillipup,요테리,ヨーテリー,Lillipup
Herdier,Ponchien,Herdier,Terribark,Herdier,하데리어,ハーデリア,Herdier
Stoutland,Mastouffe,Stoutland,Bissbark,Stoutland,바랜드,ムーランド,Stoutland
Purrloin,Chacripan,Purrloin,Felilou,Purrloin,쌔비냥,チョロネコ,Purrloin
Liepard,Léopardus,Liepard,Kleoparda,Liepard,레파르다스,レパルダス,Liepard
Pansage,Feuillajou,Pansage,Vegimak,Pansage,야나프,ヤナップ,Pansage
Simisage,Feuiloutan,Simisage,Vegichita,Simisage,야나키,ヤナッキー,Simisage
Pansear,Flamajou,Pansear,Grillmak,Pansear,바오프,バオップ,Pansear
Simisear,Flamoutan,Simisear,Grillchita,Simisear,바오키,バオッキー,Simisear
Panpour,Flotajou,Panpour,Sodamak,Panpour,앗차프,ヒヤップ,Panpour
Simipour,Flotoutan,Simipour,Sodachita,Simipour,앗차키,ヒヤッキー,Simipour
Munna,Munna,Munna,Somniam,Munna,몽나,ムンナ,Munna
Musharna,Mushana,Musharna,Somnivora,Musharna,몽얌나,ムシャーナ,Musharna
Pidove,Poichigeon,Pidove,Dusselgurr,Pidove,콩둘기,マメパト,Pidove
Tranquill,Colombeau,Tranquill,Navitaub,Tranquill,유토브,ハトーボー,Tranquill
Unfezant,Déflaisan,Unfezant,Fasasnob,Unfezant,켄호로우,ケンホロウ,Unfezant
Blitzle,Zébibron,Blitzle,Elezeba,Blitzle,줄뮤마,シママ,Blitzle
Zebstrika,Zéblitz,Zebstrika,Zebritz,Zebstrika,제브라이카,ゼブライカ,Zebstrika
Roggenrola,Nodulithe,Roggenrola,Kiesling,Roggenrola,단굴,ダンゴロ,Roggenrola
Boldore,Géolithe,Boldore,Sedimantur,Boldore,암트르,ガントル,Boldore
Gigalith,Gigalithe,Gigalith,Brockoloss,Gigalith,기가이어스,ギガイアス,Gigalith
Woobat,Chovsourir,Woobat,Fleknoil,Woobat,또르박쥐,コロモリ,Woobat
Swoobat,Rhinolove,Swoobat,Fletiamo,Swoobat,맘박쥐,ココロモリ,Swoobat
Drilbur,Rototaupe,Drilbur,Rotomurf,Drilbur,두더류,モグリュー,Drilbur
Excadrill,Minotaupe,Excadrill,Stalobor,Excadrill,몰드류,ドリュウズ,Excadrill
Audino,Nanméouïe,Audino,Ohrdoch,Audino,다부니,タブンネ,Audino
Timburr,Charpenti,Timburr,Praktibalk,Timburr,으랏차,ドッコラー,Timburr
Gurdurr,Ouvrifier,Gurdurr,Strepoli,Gurdurr,토쇠골,ドテッコツ,Gurdurr
Conkeldurr,Bétochef,Conkeldurr,Meistagrif,Conkeldurr,노보청,ローブシン,Conkeldurr
Tympole,Tritonde,Tympole,Schallquap,Tympole,동챙이,オタマロ,Tympole
Palpitoad,Batracné,Palpitoad,Mebrana,Palpitoad,두까비,ガマガル,Palpitoad
Seismitoad,Crapustule,Seismitoad,Branawarz,Seismitoad,두빅굴,ガマゲロゲ,Seismitoad
Throh,Judokrak,Throh,Jiutesto,Throh,던지미,ナゲキ,Throh
Sawk,Karaclée,Sawk,Karadonis,Sawk,타격귀,ダゲキ,Sawk
Sewaddle,Larveyette,Sewaddle,Strawickl,Sewaddle,두르보,クルミル,Sewaddle
Swadloon,Couverdure,Swadloon,Folikon,Swadloon,두르쿤,クルマユ,Swadloon
Leavanny,Manternel,Leavanny,Matrifol,Leavanny,모아머,ハハコモリ,Leavanny
Venipede,Venipatte,Venipede,Toxiped,Venipede,마디네,フシデ,Venipede
Whirlipede,Scobolide,Whirlipede,Rollum,Whirlipede,휠구,ホイーガ,Whirlipede
Scolipede,Brutapode,Scolipede,Cerapendra,Scolipede,펜드라,ペンドラー,Scolipede
Cottonee,Doudouvet,Cottonee,Waumboll,Cottonee,소미안,モンメン,Cottonee
Whimsicott,Farfaduvet,Whimsicott,Elfun,Whimsicott,엘풍,エルフーン,Whimsicott
Petilil,Chlorobule,Petilil,Lilminip,Petilil,치릴리,チュリネ,Petilil
Lilligant,Fragilady,Lilligant,Dressella,Lilligant,드레디어,ドレディア,Lilligant
Basculin,Bargantua,Basculin,Barschuft,Basculin,배쓰나이,バスラオ,Basculin
Sandile,Mascaïman,Sandile,Ganovil,Sandile,깜눈크,メグロコ,Sandile
Krokorok,Escroco,Krokorok,Rokkaiman,Krokorok,악비르,ワルビル,Krokorok
Krookodile,Crocorible,Krookodile,Rabigator,Krookodile,악비아르,ワルビアル,Krookodile
Darumaka,Darumarond,Darumaka,Flampion,Darumaka,달막화,ダルマッカ,Darumaka
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ,Darmanitan
Maractus,Maracachi,Maractus,Maracamba,Maractus,마라카치,マラカッチ,Maractus
Dwebble,Crabicoque,Dwebble,Lithomith,Dwebble,돌살이,イシズマイ,Dwebble
Crustle,Crabaraque,Crustle,Castellith,Crustle,암팰리스,イワパレス,Crustle
Scraggy,Baggiguane,Scraggy,Zurrokex,Scraggy,곤율랭,ズルッグ,Scraggy
Scrafty,Baggaïd,Scrafty,Irokex,Scrafty,곤율거니,ズルズキン,Scrafty
Sigilyph,Cryptéro,Sigilyph,Symvolara,Sigilyph,심보러,シンボラー,Sigilyph
Yamask,Tutafeh,Yamask,Makabaja,Yamask,데스마스,デスマス,Yamask
Cofagrigus,Tutankafer,Cofagrigus,Echnatoll,Cofagrigus,데스니칸,デスカーン,Cofagrigus
Tirtouga,Carapagos,Tirtouga,Galapaflos,Tirtouga,프로토가,プロトーガ,Tirtouga
Carracosta,Mégapagos,Carracosta,Karippas,Carracosta,늑골라,アバゴーラ,Carracosta
Archen,Arkéapti,Archen,Flapteryx,Archen,아켄,アーケン,Archen
Archeops,Aéroptéryx,Archeops,Aeropteryx,Archeops,아케오스,アーケオス,Archeops
Trubbish,Miamiasme,Trubbish,Unratütox,Trubbish,깨봉이,ヤブクロン,Trubbish
Garbodor,Miasmax,Garbodor,Deponitox,Garbodor,더스트나,ダストダス,Garbodor
Zorua,Zorua,Zorua,Zorua,Zorua,조로아,ゾロア,Zorua
Zoroark,Zoroark,Zoroark,Zoroark,Zoroark,조로아크,ゾロアーク,Zoroark
Minccino,Chinchidou,Minccino,Picochilla,Minccino,치라미,チラーミィ,Minccino
Cinccino,Pashmilla,Cinccino,Chillabell,Cinccino,치라치노,チラチーノ,Cinccino
Gothita,Scrutella,Gothita,Mollimorba,Gothita,고디탱,ゴチム,Gothita
Gothorita,Mesmérella,Gothorita,Hypnomorba,Gothorita,고디보미,ゴチミル,Gothorita
Gothitelle,Sidérella,Gothitelle,Morbitesse,Gothitelle,고디모아젤,ゴチルゼル,Gothitelle
Solosis,Nucléos,Solosis,Monozyto,Solosis,유니란,ユニラン,Solosis
Duosion,Méios,Duosion,Mitodos,Duosion,듀란,ダブラン,Duosion
Reuniclus,Symbios,Reuniclus,Zytomega,Reuniclus,란쿨루스,ランクルス,Reuniclus
Ducklett,Couaneton,Ducklett,Piccolente,Ducklett,꼬지보리,コアルヒー,Ducklett
Swanna,Lakmécygne,Swanna,Swaroness,Swanna,스완나,スワンナ,Swanna
Vanillite,Sorbébé,Vanillite,Gelatini,Vanillite,바닐프티,バニプッチ,Vanillite
Vanillish,Sorboul,Vanillish,Gelatroppo,Vanillish,바닐리치,バニリッチ,Vanillish
Vanilluxe,Sorbouboul,Vanilluxe,Gelatwino,Vanilluxe,배바닐라,バイバニラ,Vanilluxe
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ,Deerling
Sawsbuck,Haydaim,Sawsbuck,Kronjuwild,Sawsbuck,바라철록,メブキジカ,Sawsbuck
Emolga,Emolga,Emolga,Emolga,Emolga,에몽가,エモンガ,Emolga
Karrablast,Carabing,Karrablast,Laukaps,Karrablast,딱정곤,カブルモ,Karrablast
Escavalier,Lançargot,Escavalier,Cavalanzas,Escavalier,슈바르고,シュバルゴ,Escavalier
Foongus,Trompignon,Foongus,Tarnpignon,Foongus,깜놀버슬,タマゲタケ,Foongus
Amoonguss,Gaulet,Amoonguss,Hutsassa,Amoonguss,뽀록나,モロバレル,Amoonguss
Frillish,Viskuse,Frillish,Quabbel,Frillish,탱그릴,プルリル,Frillish
Jellicent,Moyade,Jellicent,Apoquallyp,Jellicent,탱탱겔,ブルンゲル,Jellicent
Alomomola,Mamanbo,Alomomola,Mamolida,Alomomola,맘복치,ママンボウ,Alomomola
Joltik,Statitik,Joltik,Wattzapf,Joltik,파쪼옥,バチュル,Joltik
Galvantula,Mygavolt,Galvantula,Voltula,Galvantula,전툴라,デンチュラ,Galvantula
Ferroseed,Grindur,Ferroseed,Kastadur,Ferroseed,철시드,テッシード,Ferroseed
Ferrothorn,Noacier,Ferrothorn,Tentantel,Ferrothorn,너트령,ナットレイ,Ferrothorn
Klink,Tic,Klink,Klikk,Klink,기어르,ギアル,Klink
Klang,Clic,Klang,Kliklak,Klang,기기어르,ギギアル,Klang
Klinklang,Cliticlic,Klinklang,Klikdiklak,Klinklang,기기기어르,ギギギアル,Klinklang
Tynamo,Anchwatt,Tynamo,Zapplardin,Tynamo,저리어,シビシラス,Tynamo
Eelektrik,Lampéroie,Eelektrik,Zapplalek,Eelektrik,저리릴,シビビール,Eelektrik
Eelektross,Ohmassacre,Eelektross,Zapplarang,Eelektross,저리더프,シビルドン,Eelektross
Elgyem,Lewsor,Elgyem,Pygraulon,Elgyem,리그레,リグレー,Elgyem
