en,fr,es,it
"\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0].","\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0].","\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0].","\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0]."
"Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le Monde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.","Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le Monde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.","Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le Monde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.","Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le Monde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial."
"On dit que leurs voix résonnent encore parmi les failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la \nlcréation elle-même[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]""","On dit que leurs voix résonnent encore parmi les failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la \nlcréation elle-même[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]""","On dit que leurs voix résonnent encore parmi les failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la \nlcréation elle-même[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]""","On dit que leurs voix résonnent encore parmi les failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la \nlcréation elle-même[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]"""
:[align=center]:\s[i]Voulez-vous partir à la recherche des Créateurs ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Créateurs ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Créateurs ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Créateurs ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !
:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
Bonjour ! \nlEt bienvenue à l'école de Cocovin !,Bonjour ! \nlEt bienvenue à l'école de Cocovin !,Bonjour ! \nlEt bienvenue à l'école de Cocovin !,Bonjour ! \nlEt bienvenue à l'école de Cocovin !
Quels renseignements voulez-vous ?,Quels renseignements voulez-vous ?,Quels renseignements voulez-vous ?,Quels renseignements voulez-vous ?
"A l'étage de gauche, c'est la salle des professeurs. \nlVous pouvez y retrouver le Prof. Chen afin d'y passer votre examen théorique. \nlAvant de le passer, je vous recommande de suivre des cours ou bien d'agrémenter votre culture générale à la bibliothèque.","A l'étage de gauche, c'est la salle des professeurs. \nlVous pouvez y retrouver le Prof. Chen afin d'y passer votre examen théorique. \nlAvant de le passer, je vous recommande de suivre des cours ou bien d'agrémenter votre culture générale à la bibliothèque.","A l'étage de gauche, c'est la salle des professeurs. \nlVous pouvez y retrouver le Prof. Chen afin d'y passer votre examen théorique. \nlAvant de le passer, je vous recommande de suivre des cours ou bien d'agrémenter votre culture générale à la bibliothèque.","A l'étage de gauche, c'est la salle des professeurs. \nlVous pouvez y retrouver le Prof. Chen afin d'y passer votre examen théorique. \nlAvant de le passer, je vous recommande de suivre des cours ou bien d'agrémenter votre culture générale à la bibliothèque."
Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !"
"A l'étage de droite, c'est la bibliothèque. \nlVous pouvez y retrouver divers livres sur les \c[2]""Pokemon Légendaires""\c[0] afin d'y passer votre examen théorique. \nlBien sûr, ces livres contiennent des informations bien plus utiles que pour un simple examen théorique ! \nlJe vous les recommande !","A l'étage de droite, c'est la bibliothèque. \nlVous pouvez y retrouver divers livres sur les \c[2]""Pokemon Légendaires""\c[0] afin d'y passer votre examen théorique. \nlBien sûr, ces livres contiennent des informations bien plus utiles que pour un simple examen théorique ! \nlJe vous les recommande !","A l'étage de droite, c'est la bibliothèque. \nlVous pouvez y retrouver divers livres sur les \c[2]""Pokemon Légendaires""\c[0] afin d'y passer votre examen théorique. \nlBien sûr, ces livres contiennent des informations bien plus utiles que pour un simple examen théorique ! \nlJe vous les recommande !","A l'étage de droite, c'est la bibliothèque. \nlVous pouvez y retrouver divers livres sur les \c[2]""Pokemon Légendaires""\c[0] afin d'y passer votre examen théorique. \nlBien sûr, ces livres contiennent des informations bien plus utiles que pour un simple examen théorique ! \nlJe vous les recommande !"
Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !"
"Au rez-de-chaussée de gauche, vous avez un cours donné par le Prof. Orme. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !","Au rez-de-chaussée de gauche, vous avez un cours donné par le Prof. Orme. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !","Au rez-de-chaussée de gauche, vous avez un cours donné par le Prof. Orme. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !","Au rez-de-chaussée de gauche, vous avez un cours donné par le Prof. Orme. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !"
Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !"
"Au rez-de-chaussée de droite, vous avez un cours donné par le Prof. Sorbier. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !","Au rez-de-chaussée de droite, vous avez un cours donné par le Prof. Sorbier. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !","Au rez-de-chaussée de droite, vous avez un cours donné par le Prof. Sorbier. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !","Au rez-de-chaussée de droite, vous avez un cours donné par le Prof. Sorbier. \nlSi vous suivez ce cours, n'oubliez pas d'écrire tout ce que le Professeur dit sur votre cahier, mais aussi, de recopier ce qu’il y a au tableau !"
Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !"
Quelle catégorie de légendaires ?,Quelle catégorie de légendaires ?,Quelle catégorie de légendaires ?,Quelle catégorie de légendaires ?
Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !
Voici votre récompense ! ,Voici votre récompense ! ,Voici votre récompense ! ,Voici votre récompense ! 
Votre quête à propos des Pokémon Ancestraux est toujours en cours.,Votre quête à propos des Pokémon Ancestraux est toujours en cours.,Votre quête à propos des Pokémon Ancestraux est toujours en cours.,Votre quête à propos des Pokémon Ancestraux est toujours en cours.
Votre quête à propos des Pokémon Ancestraux n'a pas commencé.,Votre quête à propos des Pokémon Ancestraux n'a pas commencé.,Votre quête à propos des Pokémon Ancestraux n'a pas commencé.,Votre quête à propos des Pokémon Ancestraux n'a pas commencé.
Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !
Voici votre récompense ! ,Voici votre récompense ! ,Voici votre récompense ! ,Voici votre récompense ! 
Votre quête à propos des Esprits Gardiens est toujours en cours.,Votre quête à propos des Esprits Gardiens est toujours en cours.,Votre quête à propos des Esprits Gardiens est toujours en cours.,Votre quête à propos des Esprits Gardiens est toujours en cours.
Votre quête à propos des Esprits Gardiens n'a pas commencé.,Votre quête à propos des Esprits Gardiens n'a pas commencé.,Votre quête à propos des Esprits Gardiens n'a pas commencé.,Votre quête à propos des Esprits Gardiens n'a pas commencé.
Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !,Vous avez déjà terminé cette quête !
Voici votre récompense ! ,Voici votre récompense ! ,Voici votre récompense ! ,Voici votre récompense ! 
Votre quête à propos des Lames de la justice est toujours en cours.,Votre quête à propos des Lames de la justice est toujours en cours.,Votre quête à propos des Lames de la justice est toujours en cours.,Votre quête à propos des Lames de la justice est toujours en cours.
Votre quête à propos des Lames de la justice n'a pas commencé.,Votre quête à propos des Lames de la justice n'a pas commencé.,Votre quête à propos des Lames de la justice n'a pas commencé.,Votre quête à propos des Lames de la justice n'a pas commencé.
"Très bien, voulez-vous d'autres renseignements ?","Très bien, voulez-vous d'autres renseignements ?","Très bien, voulez-vous d'autres renseignements ?","Très bien, voulez-vous d'autres renseignements ?"
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !"
"Vous n'avez actuellement aucune quête terminée ou en cours à propos des \c[2]""Pokemon Légendaires""\c[0].\nlJe vous invite à visiter notre bibliothèque à l'étage de droite pour de plus amples informations.","Vous n'avez actuellement aucune quête terminée ou en cours à propos des \c[2]""Pokemon Légendaires""\c[0].\nlJe vous invite à visiter notre bibliothèque à l'étage de droite pour de plus amples informations.","Vous n'avez actuellement aucune quête terminée ou en cours à propos des \c[2]""Pokemon Légendaires""\c[0].\nlJe vous invite à visiter notre bibliothèque à l'étage de droite pour de plus amples informations.","Vous n'avez actuellement aucune quête terminée ou en cours à propos des \c[2]""Pokemon Légendaires""\c[0].\nlJe vous invite à visiter notre bibliothèque à l'étage de droite pour de plus amples informations."
Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?,Voulez-vous d'autres renseignements ?
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !","D'accord, à bientôt !"
A bientôt !,A bientôt !,A bientôt !,A bientôt !
":[name=Prof. Orme]:Haaaaa C'est bon ! \nlJ'ai tout dit, tout écrit !",":[name=Prof. Orme]:Haaaaa C'est bon ! \nlJ'ai tout dit, tout écrit !",":[name=Prof. Orme]:Haaaaa C'est bon ! \nlJ'ai tout dit, tout écrit !",":[name=Prof. Orme]:Haaaaa C'est bon ! \nlJ'ai tout dit, tout écrit !"
:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r]
Manaphy,Manaphy,Manaphy,Manaphy
Victini,Victini,Victini,Victini
Meloetta,Meloetta,Meloetta,Meloetta
Non.,Non.,Non.,Non.
"\c[2]Manaphy\c[0], connu comme le Prince des Mers, est un Pokémon mythique né dans les profondeurs les plus anciennes de l’océan.\nlIl est le seul être capable de \nlcomprendre toutes les formes de vie marine, créant un lien d’une pureté absolue entre chaque créature des flots.\nlSon pouvoir, appelé Sympathie, lui permet d’unir son esprit à celui d’un autre être vivant, partageant émotions et pensées comme s’ils ne formaient plus qu’un.\nlAinsi, \nlil veille sur les mers en tant que guide spirituel et messager d’harmonie.","\c[2]Manaphy\c[0], connu comme le Prince des Mers, est un Pokémon mythique né dans les profondeurs les plus anciennes de l’océan.\nlIl est le seul être capable de \nlcomprendre toutes les formes de vie marine, créant un lien d’une pureté absolue entre chaque créature des flots.\nlSon pouvoir, appelé Sympathie, lui permet d’unir son esprit à celui d’un autre être vivant, partageant émotions et pensées comme s’ils ne formaient plus qu’un.\nlAinsi, \nlil veille sur les mers en tant que guide spirituel et messager d’harmonie.","\c[2]Manaphy\c[0], connu comme le Prince des Mers, est un Pokémon mythique né dans les profondeurs les plus anciennes de l’océan.\nlIl est le seul être capable de \nlcomprendre toutes les formes de vie marine, créant un lien d’une pureté absolue entre chaque créature des flots.\nlSon pouvoir, appelé Sympathie, lui permet d’unir son esprit à celui d’un autre être vivant, partageant émotions et pensées comme s’ils ne formaient plus qu’un.\nlAinsi, \nlil veille sur les mers en tant que guide spirituel et messager d’harmonie.","\c[2]Manaphy\c[0], connu comme le Prince des Mers, est un Pokémon mythique né dans les profondeurs les plus anciennes de l’océan.\nlIl est le seul être capable de \nlcomprendre toutes les formes de vie marine, créant un lien d’une pureté absolue entre chaque créature des flots.\nlSon pouvoir, appelé Sympathie, lui permet d’unir son esprit à celui d’un autre être vivant, partageant émotions et pensées comme s’ils ne formaient plus qu’un.\nlAinsi, \nlil veille sur les mers en tant que guide spirituel et messager d’harmonie."
"On raconte qu’il ne se manifeste qu’à ceux dont le cœur est pur et empli d’un profond respect pour la mer.\nlDes légendes anciennes murmurent qu’il repose dans un \nltemple englouti, là où la lumière des abysses danse sur les pierres sacrées.\nlLorsque les courants se troublent et que les océans perdent leur harmonie, une lueur \nlbleue traverse les flots… signe que \c[2]Manaphy\c[0] s’est éveillé pour rappeler aux vivants que la mer possède une âme.\nl\nlPour les peuples marins, il n’est pas un \nlmythe, mais un symbole : celui de la paix entre la terre et les profondeurs.","On raconte qu’il ne se manifeste qu’à ceux dont le cœur est pur et empli d’un profond respect pour la mer.\nlDes légendes anciennes murmurent qu’il repose dans un \nltemple englouti, là où la lumière des abysses danse sur les pierres sacrées.\nlLorsque les courants se troublent et que les océans perdent leur harmonie, une lueur \nlbleue traverse les flots… signe que \c[2]Manaphy\c[0] s’est éveillé pour rappeler aux vivants que la mer possède une âme.\nl\nlPour les peuples marins, il n’est pas un \nlmythe, mais un symbole : celui de la paix entre la terre et les profondeurs.","On raconte qu’il ne se manifeste qu’à ceux dont le cœur est pur et empli d’un profond respect pour la mer.\nlDes légendes anciennes murmurent qu’il repose dans un \nltemple englouti, là où la lumière des abysses danse sur les pierres sacrées.\nlLorsque les courants se troublent et que les océans perdent leur harmonie, une lueur \nlbleue traverse les flots… signe que \c[2]Manaphy\c[0] s’est éveillé pour rappeler aux vivants que la mer possède une âme.\nl\nlPour les peuples marins, il n’est pas un \nlmythe, mais un symbole : celui de la paix entre la terre et les profondeurs.","On raconte qu’il ne se manifeste qu’à ceux dont le cœur est pur et empli d’un profond respect pour la mer.\nlDes légendes anciennes murmurent qu’il repose dans un \nltemple englouti, là où la lumière des abysses danse sur les pierres sacrées.\nlLorsque les courants se troublent et que les océans perdent leur harmonie, une lueur \nlbleue traverse les flots… signe que \c[2]Manaphy\c[0] s’est éveillé pour rappeler aux vivants que la mer possède une âme.\nl\nlPour les peuples marins, il n’est pas un \nlmythe, mais un symbole : celui de la paix entre la terre et les profondeurs."
"\c[2]Victini\c[0], le Pokémon de la Victoire, incarne la chance, le courage et le triomphe.\nlDerrière son apparence minuscule se cache une puissance infinie, une \nlflamme éternelle qui ne s’éteint jamais.\nlOn dit que quiconque croise son regard est béni d’une énergie victorieuse, capable de renverser le destin lui-même.\nlSa \nlprésence insuffle une force nouvelle aux âmes abattues et fait naître l’espoir là où tout semble perdu.","\c[2]Victini\c[0], le Pokémon de la Victoire, incarne la chance, le courage et le triomphe.\nlDerrière son apparence minuscule se cache une puissance infinie, une \nlflamme éternelle qui ne s’éteint jamais.\nlOn dit que quiconque croise son regard est béni d’une énergie victorieuse, capable de renverser le destin lui-même.\nlSa \nlprésence insuffle une force nouvelle aux âmes abattues et fait naître l’espoir là où tout semble perdu.","\c[2]Victini\c[0], le Pokémon de la Victoire, incarne la chance, le courage et le triomphe.\nlDerrière son apparence minuscule se cache une puissance infinie, une \nlflamme éternelle qui ne s’éteint jamais.\nlOn dit que quiconque croise son regard est béni d’une énergie victorieuse, capable de renverser le destin lui-même.\nlSa \nlprésence insuffle une force nouvelle aux âmes abattues et fait naître l’espoir là où tout semble perdu.","\c[2]Victini\c[0], le Pokémon de la Victoire, incarne la chance, le courage et le triomphe.\nlDerrière son apparence minuscule se cache une puissance infinie, une \nlflamme éternelle qui ne s’éteint jamais.\nlOn dit que quiconque croise son regard est béni d’une énergie victorieuse, capable de renverser le destin lui-même.\nlSa \nlprésence insuffle une force nouvelle aux âmes abattues et fait naître l’espoir là où tout semble perdu."
"Selon les récits anciens, \c[2]Victini\c[0] apparaît dans les moments où le monde vacille, guidant les justes vers la victoire et rappelant à tous que l’espoir est la plus \nlgrande des armes.\nlCertains affirment qu’il réside dans un phare isolé, battu par les vents, où sa lumière éternelle ne s’éteint jamais.\nlD’autres pensent qu’il se cache \nlau cœur même de ceux qui refusent de renoncer, invisible mais toujours présent.\nl\nlOn dit que les héros marqués par son feu intérieur ne connaissent jamais la \nldéfaite, car tant que sa flamme brûle en eux, le destin penche du côté de la lumière.","Selon les récits anciens, \c[2]Victini\c[0] apparaît dans les moments où le monde vacille, guidant les justes vers la victoire et rappelant à tous que l’espoir est la plus \nlgrande des armes.\nlCertains affirment qu’il réside dans un phare isolé, battu par les vents, où sa lumière éternelle ne s’éteint jamais.\nlD’autres pensent qu’il se cache \nlau cœur même de ceux qui refusent de renoncer, invisible mais toujours présent.\nl\nlOn dit que les héros marqués par son feu intérieur ne connaissent jamais la \nldéfaite, car tant que sa flamme brûle en eux, le destin penche du côté de la lumière.","Selon les récits anciens, \c[2]Victini\c[0] apparaît dans les moments où le monde vacille, guidant les justes vers la victoire et rappelant à tous que l’espoir est la plus \nlgrande des armes.\nlCertains affirment qu’il réside dans un phare isolé, battu par les vents, où sa lumière éternelle ne s’éteint jamais.\nlD’autres pensent qu’il se cache \nlau cœur même de ceux qui refusent de renoncer, invisible mais toujours présent.\nl\nlOn dit que les héros marqués par son feu intérieur ne connaissent jamais la \nldéfaite, car tant que sa flamme brûle en eux, le destin penche du côté de la lumière.","Selon les récits anciens, \c[2]Victini\c[0] apparaît dans les moments où le monde vacille, guidant les justes vers la victoire et rappelant à tous que l’espoir est la plus \nlgrande des armes.\nlCertains affirment qu’il réside dans un phare isolé, battu par les vents, où sa lumière éternelle ne s’éteint jamais.\nlD’autres pensent qu’il se cache \nlau cœur même de ceux qui refusent de renoncer, invisible mais toujours présent.\nl\nlOn dit que les héros marqués par son feu intérieur ne connaissent jamais la \nldéfaite, car tant que sa flamme brûle en eux, le destin penche du côté de la lumière."
"\c[2]Meloetta\c[0], la Muse des Harmonies, est un Pokémon mythique dont la voix aurait autrefois façonné le monde.\nlSes chants divins sont dits capables d’apaiser \nlles cœurs les plus tourmentés ou d’inspirer la bravoure à ceux qui doutent encore.\nlOn raconte qu’elle est née du premier son que la Terre ait entendu — une \nlmélodie pure, née du souffle du vent et du battement de la mer.\nlDepuis, elle voyage entre les âges, gardienne des émotions humaines et de l’équilibre entre la \nltristesse et la joie.","\c[2]Meloetta\c[0], la Muse des Harmonies, est un Pokémon mythique dont la voix aurait autrefois façonné le monde.\nlSes chants divins sont dits capables d’apaiser \nlles cœurs les plus tourmentés ou d’inspirer la bravoure à ceux qui doutent encore.\nlOn raconte qu’elle est née du premier son que la Terre ait entendu — une \nlmélodie pure, née du souffle du vent et du battement de la mer.\nlDepuis, elle voyage entre les âges, gardienne des émotions humaines et de l’équilibre entre la \nltristesse et la joie.","\c[2]Meloetta\c[0], la Muse des Harmonies, est un Pokémon mythique dont la voix aurait autrefois façonné le monde.\nlSes chants divins sont dits capables d’apaiser \nlles cœurs les plus tourmentés ou d’inspirer la bravoure à ceux qui doutent encore.\nlOn raconte qu’elle est née du premier son que la Terre ait entendu — une \nlmélodie pure, née du souffle du vent et du battement de la mer.\nlDepuis, elle voyage entre les âges, gardienne des émotions humaines et de l’équilibre entre la \nltristesse et la joie.","\c[2]Meloetta\c[0], la Muse des Harmonies, est un Pokémon mythique dont la voix aurait autrefois façonné le monde.\nlSes chants divins sont dits capables d’apaiser \nlles cœurs les plus tourmentés ou d’inspirer la bravoure à ceux qui doutent encore.\nlOn raconte qu’elle est née du premier son que la Terre ait entendu — une \nlmélodie pure, née du souffle du vent et du battement de la mer.\nlDepuis, elle voyage entre les âges, gardienne des émotions humaines et de l’équilibre entre la \nltristesse et la joie."
"\c[2]Meloetta\c[0] possède deux formes : Aria, douce et mélodieuse, qui charme les âmes par son chant, et Danse, vive et énergique, qui fait vibrer le sol sous ses \nlpas.\nlChacune incarne une facette du cœur : l’émotion et l’expression.\nlDes légendes anciennes évoquent un théâtre oublié, enfoui sous la végétation, où \nlrésonneraient encore les échos de sa chanson éternelle.\nlIl est dit que lorsqu’un musicien parvient à rejouer sa mélodie à la perfection, \c[2]Meloetta\c[0] apparaît, \nldansant entre les lueurs et ramenant la beauté là où elle s’était tue.","\c[2]Meloetta\c[0] possède deux formes : Aria, douce et mélodieuse, qui charme les âmes par son chant, et Danse, vive et énergique, qui fait vibrer le sol sous ses \nlpas.\nlChacune incarne une facette du cœur : l’émotion et l’expression.\nlDes légendes anciennes évoquent un théâtre oublié, enfoui sous la végétation, où \nlrésonneraient encore les échos de sa chanson éternelle.\nlIl est dit que lorsqu’un musicien parvient à rejouer sa mélodie à la perfection, \c[2]Meloetta\c[0] apparaît, \nldansant entre les lueurs et ramenant la beauté là où elle s’était tue.","\c[2]Meloetta\c[0] possède deux formes : Aria, douce et mélodieuse, qui charme les âmes par son chant, et Danse, vive et énergique, qui fait vibrer le sol sous ses \nlpas.\nlChacune incarne une facette du cœur : l’émotion et l’expression.\nlDes légendes anciennes évoquent un théâtre oublié, enfoui sous la végétation, où \nlrésonneraient encore les échos de sa chanson éternelle.\nlIl est dit que lorsqu’un musicien parvient à rejouer sa mélodie à la perfection, \c[2]Meloetta\c[0] apparaît, \nldansant entre les lueurs et ramenant la beauté là où elle s’était tue.","\c[2]Meloetta\c[0] possède deux formes : Aria, douce et mélodieuse, qui charme les âmes par son chant, et Danse, vive et énergique, qui fait vibrer le sol sous ses \nlpas.\nlChacune incarne une facette du cœur : l’émotion et l’expression.\nlDes légendes anciennes évoquent un théâtre oublié, enfoui sous la végétation, où \nlrésonneraient encore les échos de sa chanson éternelle.\nlIl est dit que lorsqu’un musicien parvient à rejouer sa mélodie à la perfection, \c[2]Meloetta\c[0] apparaît, \nldansant entre les lueurs et ramenant la beauté là où elle s’était tue."
"Pour les anciens peuples, elle n’était pas un simple Pokémon, mais la gardienne de l’art et de la mémoire du monde, celle qui rappelle que la musique est le langage \nlde l’âme.","Pour les anciens peuples, elle n’était pas un simple Pokémon, mais la gardienne de l’art et de la mémoire du monde, celle qui rappelle que la musique est le langage \nlde l’âme.","Pour les anciens peuples, elle n’était pas un simple Pokémon, mais la gardienne de l’art et de la mémoire du monde, celle qui rappelle que la musique est le langage \nlde l’âme.","Pour les anciens peuples, elle n’était pas un simple Pokémon, mais la gardienne de l’art et de la mémoire du monde, celle qui rappelle que la musique est le langage \nlde l’âme."
J'en peux plus de ce pot de colle à côté de moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlIl vient toujours s'asseoir près de moi !,J'en peux plus de ce pot de colle à côté de moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlIl vient toujours s'asseoir près de moi !,J'en peux plus de ce pot de colle à côté de moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlIl vient toujours s'asseoir près de moi !,J'en peux plus de ce pot de colle à côté de moi[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlIl vient toujours s'asseoir près de moi !
