en,fr,it,de,es,ko,kana,pt
Choose the first letter of the move.,Choisissez la première lettre du nom d’une capacité apprise par le Pokémon recherché.,Scegli la prima lettera del nome della mossa da cercare.,Gib den Anfangsbuchstaben der gewünschten Attacke ein.,Introduce la inicial del movimiento.,기술 이름의 첫 글자를 선택해 주십시오,わざの　なまえの かしらもじを　えらんでください,Choose the first letter of the move.
You can check whether any Pokémon can use the selected TM or HM.,Sélectionnez une CS ou une CT utilisable par le Pokémon recherché.,Scegli una MT o una MN per cercare i Pokémon che possono usare la mossa corrispondente.,"Suche nach Pokémon, auf die eine bestimmte TM/VM angewendet werden kann.",Comprueba qué Pokémon puede utilizar una determinada MT o MO.,선택한 기술머신을 포켓몬이 쓸 수 있는지 체크합니다,えらんだ　わざマシンを　ポケモンが つかえるかどうか　しらべます,You can check whether any Pokémon can use the selected TM or HM.
Please choose a Nature.,Choisissez la nature du Pokémon recherché.,Scegli la natura del Pokémon.,Wähle das gewünschte Wesen.,Elige la naturaleza del Pokémon.,포켓몬의 성격을 선택해 주십시오.,ポケモンの せいかくを　えらんでください,Please choose a Nature.
Please choose the first letter of an Ability.,Saisissez la première lettre du nom du talent possédé par le Pokémon recherché.,Scegli la prima lettera del nome dell’abilità.,Gib den Anfangsbuchstaben der gewünschten Fähigkeit ein.,Introduce la inicial de la habilidad que buscas.,포켓몬 특성의 첫 글자를 선택해 주십시오,ポケモンの　とくせいの かしらもじを　えらんでください,Please choose the first letter of an Ability.
Please choose a gender.,Choisissez le sexe du Pokémon recherché.,Scegli il sesso del Pokémon.,Wähle das Geschlecht des Pokémon aus.,Elige el sexo del Pokémon.,포켓몬의 성별을 선택해 주십시오.,ポケモンの　せいべつを えらんでください,Please choose a gender.
You can check Pokémon with items.,Choisissez si le Pokémon recherché tient un objet ou non.,Cerca i Pokémon con o senza uno strumento.,"Wähle, ob bei der Suche ausschließlich Pokémon mit oder ohne Items berücksichtigt werden sollen.",Comprueba qué Pokémon lleva algún objeto.,물건을 지니고 있는 포켓몬을 체크할 수 있습니다,もちものを　もっている　ポケモンを しらべることが　できます,You can check Pokémon with items.
You can check Pokémon with marks.,Sélectionnez le marquage du Pokémon recherché.,Cerca i Pokémon che hanno dei simboli.,"Suche nach Pokémon, die du mit einer Markierung versehen hast.",Comprueba qué Pokémon tiene alguna marca.,마킹되어 있는 포켓몬을 체크할 수 있습니다,マークを　つけた　ポケモンを しらべることが　できます,You can check Pokémon with marks.
[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)],[VAR PKNAME(0000)]
[VAR TYPE(0001)],[VAR TYPE(0001)],[VAR TYPE(0001)],[VAR TYPE(0001)],[VAR TYPE(0001)],[VAR TYPE(0001)],[VAR TYPE(0001)],[VAR TYPE(0001)]
[VAR TYPE(0002)],[VAR TYPE(0002)],[VAR TYPE(0002)],[VAR TYPE(0002)],[VAR TYPE(0002)],[VAR TYPE(0002)],[VAR TYPE(0002)],[VAR TYPE(0002)]
[~ 172],[~ 172],[~ 172],[~ 172],[~ 172],[~ 172],[~ 172],[~ 172]
[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)],[VAR MOVE(0000)]
[VAR ITEM1(0000)],[VAR ITEM1(0000)],[VAR ITEM1(0000)],[VAR ITEM1(0000)],[VAR ITEM1(0000)],[VAR ITEM1(0000)],[VAR ITEM1(0000)],[VAR ITEM1(0000)]
[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)],[VAR ABILITY(0000)]
Every stat grows in a balanced way.,Progresse de façon équilibrée.,Il Pokémon cresce in modo equilibrato.,Alle Statuswerte steigen in gleichem Maße.,Desarrollo equilibrado.,밸런스 좋게 성장하기 쉽다.,バランスよく　せいちょう　しやすい。,Every stat grows in a balanced way.
Attack grows faster. Defense grows slower.,"Progresse rapidement en Attaque, lentement en Défense.",L’Attacco tende a crescere di più. La Difesa tende a crescere di meno.,Erleichtert Training des Angriffs-Werts. Erschwert Training des Verteidigungs-Werts.,Facilidad para desarrollar Ataque. Dificultad para desarrollar Defensa.,공격이 성장하기 쉽다. 방어가 성장하기 어렵다.,こうげきが　せいちょう　しやすい。 ぼうぎょが　せいちょう　しにくい。,Attack grows faster. Defense grows slower.
Attack grows faster. Speed grows slower.,"Progresse rapidement en Attaque, lentement en Vitesse.",L’Attacco tende a crescere di più. La Velocità tende a crescere di meno.,Erleichtert Training des Angriffs-Werts. Erschwert Training der Initiative.,Facilidad para desarrollar Ataque. Dificultad para desarrollar Velocidad.,공격이 성장하기 쉽다. 스피드가 성장하기 어렵다.,こうげきが　せいちょう　しやすい。 すばやさが　せいちょう　しにくい。,Attack grows faster. Speed grows slower.
Attack grows faster. Sp. Atk grows slower.,"Progresse rapidement en Attaque, lentement en Attaque Spéciale.",L’Attacco tende a crescere di più. L’Attacco Speciale tende a crescere di meno.,Erleichtert Training des Angriffs-Werts. Erschwert Training des Sp.-Ang.-Werts.,Facilidad para desarrollar Ataque. Dificultad para desarrollar Ataque Especial.,공격이 성장하기 쉽다. 특수공격이 성장하기 어렵다.,こうげきが　せいちょう　しやすい。 とくこうが　せいちょう　しにくい。,Attack grows faster. Sp. Atk grows slower.
Attack grows faster. Sp. Def grows slower.,"Progresse rapidement en Attaque, lentement en Défense Spéciale.",L’Attacco tende a crescere di più. La Difesa Speciale tende a crescere di meno.,Erleichtert Training des Angriffs-Werts. Erschwert Training des Sp.-Vert.-Werts.,Facilidad para desarrollar Ataque. Dificultad para desarrollar Defensa Especial.,공격이 성장하기 쉽다. 특수방어가 성장하기 어렵다.,こうげきが　せいちょう　しやすい。 とくぼうが　せいちょう　しにくい。,Attack grows faster. Sp. Def grows slower.
Defense grows faster. Attack grows slower.,"Progresse rapidement en Défense, lentement en Attaque.",La Difesa tende a crescere di più. L’Attacco tende a crescere di meno.,Erleichtert Training des Vert.-Werts. Erschwert Training des Angriffs-Werts.,Facilidad para desarrollar Defensa. Dificultad para desarrollar Ataque.,방어가 성장하기 쉽다. 공격이 성장하기 어렵다.,ぼうぎょが　せいちょう　しやすい。 こうげきが　せいちょう　しにくい。,Defense grows faster. Attack grows slower.
Every stat grows in a balanced way.,Progresse de façon équilibrée.,Il Pokémon cresce in modo equilibrato.,Alle Statuswerte steigen in gleichem Maße.,Desarrollo equilibrado.,밸런스 좋게 성장하기 쉽다.,バランスよく　せいちょう　しやすい。,Every stat grows in a balanced way.
Defense grows faster. Speed grows slower.,"Progresse rapidement en Défense, lentement en Vitesse.",La Difesa tende a crescere di più. La Velocità tende a crescere di meno.,Erleichtert Training des Vert.-Werts. Erschwert Training der Initiative.,Facilidad para desarrollar Defensa. Dificultad para desarrollar Velocidad.,방어가 성장하기 쉽다. 스피드가 성장하기 어렵다.,ぼうぎょが　せいちょう　しやすい。 すばやさが　せいちょう　しにくい。,Defense grows faster. Speed grows slower.
Defense grows faster. Sp. Atk grows slower.,"Progresse rapidement en Défense, lentement en Attaque Spéciale.",La Difesa tende a crescere di più. L’Attacco Speciale tende a crescere di meno.,Erleichtert Training des Vert.-Werts. Erschwert Training des Sp.-Ang.-Werts.,Facilidad para desarrollar Defensa. Dificultad para desarrollar Ataque Especial.,방어가 성장하기 쉽다. 특수공격이 성장하기 어렵다.,ぼうぎょが　せいちょう　しやすい。 とくこうが　せいちょう　しにくい。,Defense grows faster. Sp. Atk grows slower.
Defense grows faster. Sp. Def grows slower.,"Progresse rapidement en Défense, lentement en Défense Spéciale.",La Difesa tende a crescere di più. La Difesa Speciale tende a crescere di meno.,Erleichtert Training des Vert.-Werts. Erschwert Training des Sp.-Vert.-Werts.,Facilidad para desarrollar Defensa. Dificultad para desarrollar Defensa Especial.,방어가 성장하기 쉽다. 특수방어가 성장하기 어렵다.,ぼうぎょが　せいちょう　しやすい。 とくぼうが　せいちょう　しにくい。,Defense grows faster. Sp. Def grows slower.
Speed grows faster. Attack grows slower.,"Progresse rapidement en Vitesse, lentement en Attaque.",La Velocità tende a crescere di più. L’Attacco tende a crescere di meno.,Erleichtert Training der Initiative. Erschwert Training des Angriffs-Werts.,Facilidad para desarrollar Velocidad. Dificultad para desarrollar Ataque.,스피드가 성장하기 쉽다. 공격이 성장하기 어렵다.,すばやさが　せいちょう　しやすい。 こうげきが　せいちょう　しにくい。,Speed grows faster. Attack grows slower.
Speed grows faster. Defense grows slower.,"Progresse rapidement en Vitesse, lentement en Défense.",La Velocità tende a crescere di più. La Difesa tende a crescere di meno.,Erleichtert Training der Initiative. Erschwert Training des Vert.-Werts.,Facilidad para desarrollar Velocidad. Dificultad para desarrollar Defensa.,스피드가 성장하기 쉽다. 방어가 성장하기 어렵다.,すばやさが　せいちょう　しやすい。 ぼうぎょが　せいちょう　しにくい。,Speed grows faster. Defense grows slower.
Every stat grows in a balanced way.,Progresse de façon équilibrée.,Il Pokémon cresce in modo equilibrato.,Alle Statuswerte steigen in gleichem Maße.,Desarrollo equilibrado.,밸런스 좋게 성장하기 쉽다.,バランスよく　せいちょう　しやすい。,Every stat grows in a balanced way.
Speed grows faster. Sp. Atk grows slower.,"Progresse rapidement en Vitesse, lentement en Attaque Spéciale.",La Velocità tende a crescere di più. L’Attacco Speciale tende a crescere di meno.,Erleichtert Training der Initiative. Erschwert Training des Sp.-Ang.-Werts.,Facilidad para desarrollar Velocidad. Dificultad para desarrollar Ataque Especial.,스피드가 성장하기 쉽다. 특수공격이 성장하기 어렵다.,すばやさが　せいちょう　しやすい。 とくこうが　せいちょう　しにくい。,Speed grows faster. Sp. Atk grows slower.
Speed grows faster. Sp. Def grows slower.,"Progresse rapidement en Vitesse, lentement en Défense Spéciale.",La Velocità tende a crescere di più. La Difesa Speciale tende a crescere di meno.,Erleichtert Training der Initiative. Erschwert Training des Sp.-Vert.-Werts.,Facilidad para desarrollar Velocidad. Dificultad para desarrollar Defensa Especial.,스피드가 성장하기 쉽다. 특수방어가 성장하기 어렵다.,すばやさが　せいちょう　しやすい。 とくぼうが　せいちょう　しにくい。,Speed grows faster. Sp. Def grows slower.
Sp. Atk grows faster. Attack grows slower.,"Progresse rapidement en Attaque Spéciale, lentement en Attaque.",L’Attacco Speciale tende a crescere di più. L’Attacco tende a crescere di meno.,Erleichtert Training des Sp.-Ang.-Werts. Erschwert Training des Angriffs-Werts.,Facilidad para desarrollar Ataque Especial. Dificultad para desarrollar Ataque.,특수공격이 성장하기 쉽다. 공격이 성장하기 어렵다.,とくこうが　せいちょう　しやすい。 こうげきが　せいちょう　しにくい。,Sp. Atk grows faster. Attack grows slower.
Sp. Atk grows faster. Defense grows slower.,"Progresse rapidement en Attaque Spéciale, lentement en Défense.",L’Attacco Speciale tende a crescere di più. La Difesa tende a crescere di meno.,Erleichtert Training des Sp.-Ang.-Werts. Erschwert Training des Vert.-Werts.,Facilidad para desarrollar Ataque Especial. Dificultad para desarrollar Defensa.,특수공격이 성장하기 쉽다. 방어가 성장하기 어렵다.,とくこうが　せいちょう　しやすい。 ぼうぎょが　せいちょう　しにくい。,Sp. Atk grows faster. Defense grows slower.
Sp. Atk grows faster. Speed grows slower.,"Progresse rapidement en Attaque Spéciale, lentement en Vitesse.",L’Attacco Speciale tende a crescere di più. La Velocità tende a crescere di meno.,Erleichtert Training des Sp.-Ang.-Werts. Erschwert Training der Initiative.,Facilidad para desarrollar Ataque Especial. Dificultad para desarrollar Velocidad.,특수공격이 성장하기 쉽다. 스피드가 성장하기 어렵다.,とくこうが　せいちょう　しやすい。 すばやさが　せいちょう　しにくい。,Sp. Atk grows faster. Speed grows slower.
Every stat grows in a balanced way.,Progresse de façon équilibrée.,Il Pokémon cresce in modo equilibrato.,Alle Statuswerte steigen in gleichem Maße.,Desarrollo equilibrado.,밸런스 좋게 성장하기 쉽다.,バランスよく　せいちょう　しやすい。,Every stat grows in a balanced way.
Sp. Atk grows faster. Sp. Def grows slower.,"Progresse rapidement en Attaque Spéciale, lentement en Défense Spéciale.",L’Attacco Speciale tende a crescere di più. La Difesa Speciale tende a crescere di meno.,Erleichtert Training des Sp.-Ang.-Werts. Erschwert Training des Sp.-Vert.-Werts.,Facilidad para desarrollar Ataque Especial. Dificultad para desarrollar Defensa Especial.,특수공격이 성장하기 쉽다. 특수방어가 성장하기 어렵다.,とくこうが　せいちょう　しやすい。 とくぼうが　せいちょう　しにくい。,Sp. Atk grows faster. Sp. Def grows slower.
Sp. Def grows faster. Attack grows slower.,"Progresse rapidement en Défense Spéciale, lentement en Attaque.",La Difesa Speciale tende a crescere di più. L’Attacco tende a crescere di meno.,Erleichtert Training des Sp.-Vert.-Werts. Erschwert Training des Angriffs-Werts.,Facilidad para desarrollar Defensa Especial. Dificultad para desarrollar Ataque.,특수방어가 성장하기 쉽다. 공격이 성장하기 어렵다.,とくぼうが　せいちょう　しやすい。 こうげきが　せいちょう　しにくい。,Sp. Def grows faster. Attack grows slower.
Sp. Def grows faster. Defense grows slower.,"Progresse rapidement en Défense Spéciale, lentement en Défense.",La Difesa Speciale tende a crescere di più. La Difesa tende a crescere di meno.,Erleichtert Training des Sp.-Vert.-Werts. Erschwert Training des Vert.-Werts.,Facilidad para desarrollar Defensa Especial. Dificultad para desarrollar Defensa.,특수방어가 성장하기 쉽다. 방어가 성장하기 어렵다.,とくぼうが　せいちょう　しやすい。 ぼうぎょが　せいちょう　しにくい。,Sp. Def grows faster. Defense grows slower.
Sp. Def grows faster. Speed grows slower.,"Progresse rapidement en Défense Spéciale, lentement en Vitesse.",La Difesa Speciale tende a crescere di più. La Velocità tende a crescere di meno.,Erleichtert Training des Sp.-Vert.-Werts. Erschwert Training der Initiative.,Facilidad para desarrollar Defensa Especial. Dificultad para desarrollar Velocidad.,특수방어가 성장하기 쉽다. 스피드가 성장하기 어렵다.,とくぼうが　せいちょう　しやすい。 すばやさが　せいちょう　しにくい。,Sp. Def grows faster. Speed grows slower.
Sp. Def grows faster. Sp. Atk grows slower.,"Progresse rapidement en Défense Spéciale, lentement en Attaque Spéciale.",La Difesa Speciale tende a crescere di più. L’Attacco Speciale tende a crescere di meno.,Erleichtert Training des Sp.-Vert.-Werts. Erschwert Training des Sp.-Ang.-Werts.,Facilidad para desarrollar Defensa Especial. Dificultad para desarrollar Ataque Especial.,특수방어가 성장하기 쉽다. 특수공격이 성장하기 어렵다.,とくぼうが　せいちょう　しやすい。 とくこうが　せいちょう　しにくい。,Sp. Def grows faster. Sp. Atk grows slower.
Every stat grows in a balanced way.,Progresse de façon équilibrée.,Il Pokémon cresce in modo equilibrato.,Alle Statuswerte steigen in gleichem Maße.,Desarrollo equilibrado.,밸런스 좋게 성장하기 쉽다.,バランスよく　せいちょう　しやすい。,Every stat grows in a balanced way.
It’s a special Pokémon. You cannot trade it!,C’est un Pokémon très spécial. Vous ne pouvez pas l’échanger !,"È un Pokémon speciale, non puoi scambiarlo!",Ein besonderes Pokémon wie dieses kann nicht zum Tausch angeboten werden!,"Es un Pokémon especial, por lo que no lo puedes intercambiar.",특별한 포켓몬이므로 교환에 내보낼 수 없습니다!,とくべつな　ポケモンなので こうかんに　だすことは　できません！,It’s a special Pokémon. You cannot trade it!
Please choose a move.,Choisissez une capacité.,Scegli una mossa.,Wähle eine Attacke.,Elige un movimiento.,기술을 선택해 주십시오,わざを　えらんでください,Please choose a move.
Please choose an Ability.,Choisissez un talent.,Scegli un’abilità.,Wähle eine Fähigkeit.,Elige una habilidad.,특성을 선택해 주십시오,とくせいを　えらんでください,Please choose an Ability.
The Pokémon has a special item. You cannot offer it for trade.,Ce Pokémon tient un objet très spécial. Vous ne pouvez pas l’échanger !,Questo Pokémon ha uno strumento speciale e non può essere scambiato.,"Dieses Pokémon kann nicht getauscht werden, da es ein besonderes Item bei sich trägt.","Este Pokémon lleva un objeto especial, por lo que no lo puedes intercambiar.",특별한 도구를 지니고 있으므로 교환에 내보낼 수 없습니다,とくべつな　どうぐを　もっているので こうかんに　だすことが　できません,The Pokémon has a special item. You cannot offer it for trade.
OT,D.O.,AO,OT,EO,어버이,おや,OT
[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)],[VAR TRNAME(0000)]
