en,fr,it,de,es,ko,kana,pt
Bat Pokémon,Pokémon Chovsouris,Pokémon Pipistrello,Fledermaus-Pokémon,Pokémon Murciélago,박쥐포켓몬,こうもりポケモン,Bat Pokémon
Angler Pokémon,Pokémon Poisson,Pokémon Pescatore,Angler-Pokémon,Pokémon Rape,아귀포켓몬,あんこうポケモン,Angler Pokémon
Light Pokémon,Pokémon Lumière,Pokémon Luce,Leuchten-Pokémon,Pokémon Luz,라이트포켓몬,ライトポケモン,Light Pokémon
Tiny Mouse Pokémon,Pokémon Minisouris,Pokémon Topino,Babymaus-Pokémon,Pokémon Ratoncito,아기쥐포켓몬,こねずみポケモン,Tiny Mouse Pokémon
Star Shape Pokémon,Pokémon Étoile,Pokémon Stella,Sternform-Pokémon,Pokémon Estrella,별포켓몬,ほしがたポケモン,Star Shape Pokémon
Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo,풍선포켓몬,ふうせんポケモン,Balloon Pokémon
Spike Ball Pokémon,Pokémon Balle Pic,Pokémon Pallapunte,Zackenball-Pokémon,Pokémon Bolaclavos,바늘알포켓몬,はりたまポケモン,Spike Ball Pokémon
Happiness Pokémon,Pokémon Bonheur,Pokémon Felicità,Freuden-Pokémon,Pokémon Felicidad,행복포켓몬,しあわせポケモン,Happiness Pokémon
Tiny Bird Pokémon,Pokémon Minoiseau,Pokémon Uccellino,Kleinvogel-Pokémon,Pokémon Pajarito,아기새포켓몬,ことりポケモン,Tiny Bird Pokémon
Mystic Pokémon,Pokémon Mystique,Pokémon Magico,Mystik-Pokémon,Pokémon Místico,정령포켓몬,せいれいポケモン,Mystic Pokémon
Wool Pokémon,Pokémon Laine,Pokémon Lana,Wolle-Pokémon,Pokémon Lana,솜털포켓몬,わたげポケモン,Wool Pokémon
Wool Pokémon,Pokémon Laine,Pokémon Lana,Wolle-Pokémon,Pokémon Lana,솜털포켓몬,わたげポケモン,Wool Pokémon
Light Pokémon,Pokémon Lumière,Pokémon Luce,Leuchten-Pokémon,Pokémon Luz,라이트포켓몬,ライトポケモン,Light Pokémon
Flower Pokémon,Pokémon Fleur,Pokémon Fiore,Blumen-Pokémon,Pokémon Flor,꽃포켓몬,フラワーポケモン,Flower Pokémon
Aqua Mouse Pokémon,Pokémon Aquasouris,Pokémon Acquatopo,Aquamaus-Pokémon,Pokémon Ratón Agua,물쥐포켓몬,みずねずみポケモン,Aqua Mouse Pokémon
Aqua Rabbit Pokémon,Pokémon Aqualapin,Pokémon Acquniglio,Aquahasen-Pokémon,Pokémon Conejo Agua,물토끼포켓몬,みずうさぎポケモン,Aqua Rabbit Pokémon
Imitation Pokémon,Pokémon Imitation,Pokémon Imitazione,Imitations-Pokémon,Pokémon Imitación,흉내포켓몬,まねポケモン,Imitation Pokémon
Frog Pokémon,Pokémon Grenouille,Pokémon Rana,Frosch-Pokémon,Pokémon Rana,개구리포켓몬,かえるポケモン,Frog Pokémon
Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn-Pokémon,Pokémon Diente León,솜풀포켓몬,わたくさポケモン,Cottonweed Pokémon
Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn-Pokémon,Pokémon Diente León,솜풀포켓몬,わたくさポケモン,Cottonweed Pokémon
Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn-Pokémon,Pokémon Diente León,솜풀포켓몬,わたくさポケモン,Cottonweed Pokémon
Long Tail Pokémon,Pokémon Longqueue,Pokémon Lungacoda,Langschweif-Pokémon,Pokémon Cola Larga,긴꼬리포켓몬,おながポケモン,Long Tail Pokémon
Seed Pokémon,Pokémon Graine,Pokémon Seme,Samen-Pokémon,Pokémon Semilla,씨앗포켓몬,たねポケモン,Seed Pokémon
Sun Pokémon,Pokémon Soleil,Pokémon Sole,Sonnen-Pokémon,Pokémon Sol,태양포켓몬,たいようポケモン,Sun Pokémon
Clear Wing Pokémon,Pokémon Translaile,Pokémon Alachiara,Libellen-Pokémon,Pokémon Ala Clara,얇은날개포켓몬,うすばねポケモン,Clear Wing Pokémon
Water Fish Pokémon,Pokémon Poisson,Pokémon Acquapesce,Fisch-Pokémon,Pokémon Pez Agua,수어포켓몬,みずうおポケモン,Water Fish Pokémon
Water Fish Pokémon,Pokémon Poisson,Pokémon Acquapesce,Fisch-Pokémon,Pokémon Pez Agua,수어포켓몬,みずうおポケモン,Water Fish Pokémon
Sun Pokémon,Pokémon Soleil,Pokémon Sole,Sonnen-Pokémon,Pokémon Sol,태양포켓몬,たいようポケモン,Sun Pokémon
Moonlight Pokémon,Pokémon Lune,Pokémon Lucelunare,Mondschein-Pokémon,Pokémon Luz Lunar,달빛포켓몬,げっこうポケモン,Moonlight Pokémon
Darkness Pokémon,Pokémon Obscurité,Pokémon Oscurità,Finsternis-Pokémon,Pokémon Oscuridad,어둠포켓몬,くらやみポケモン,Darkness Pokémon
Royal Pokémon,Pokémon Royal,Pokémon Reale,Monarchen-Pokémon,Pokémon Regio,임금포켓몬,おうじゃポケモン,Royal Pokémon
Screech Pokémon,Pokémon Strident,Pokémon Strido,Kreischer-Pokémon,Pokémon Chirrido,야명포켓몬,よなきポケモン,Screech Pokémon
Symbol Pokémon,Pokémon Symbolique,Pokémon Simbolo,Symbol-Pokémon,Pokémon Símbolo,심볼포켓몬,シンボルポケモン,Symbol Pokémon
Patient Pokémon,Pokémon Patient,Pokémon Pazienza,Gedulds-Pokémon,Pokémon Paciente,참기포켓몬,がまんポケモン,Patient Pokémon
Long Neck Pokémon,Pokémon Long-Cou,Pokémon Lungocollo,Langhals-Pokémon,Pokémon Gran Cuello,긴목포켓몬,くびながポケモン,Long Neck Pokémon
Bagworm Pokémon,Pokémon Ver Caché,Pokémon Larva,Beutelwurm-Pokémon,Pokémon Larva,도롱이벌레포켓몬,みのむしポケモン,Bagworm Pokémon
Bagworm Pokémon,Pokémon Ver Caché,Pokémon Larva,Beutelwurm-Pokémon,Pokémon Larva,도롱이벌레포켓몬,みのむしポケモン,Bagworm Pokémon
Land Snake Pokémon,Pokémon Serpent,Pokémon Terraserpe,Schlangen-Pokémon,Pokémon Serpiente Tierra,땅뱀포켓몬,つちへびポケモン,Land Snake Pokémon
Fly Scorpion Pokémon,Pokémon Scorpivol,Pokémon Aliscorpio,Flugskorpi-Pokémon,Pokémon Escorpiala,날전갈포켓몬,とびさそりポケモン,Fly Scorpion Pokémon
Iron Snake Pokémon,Pokémon Serpenfer,Pokémon Ferroserpe,Stahlboa-Pokémon,Pokémon Serpiente Férrea,철뱀포켓몬,てつへびポケモン,Iron Snake Pokémon
Fairy Pokémon,Pokémon Fée,Pokémon Fata,Feen-Pokémon,Pokémon Hada,요정포켓몬,ようせいポケモン,Fairy Pokémon
Fairy Pokémon,Pokémon Fée,Pokémon Fata,Feen-Pokémon,Pokémon Hada,요정포켓몬,ようせいポケモン,Fairy Pokémon
Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo,풍선포켓몬,ふうせんポケモン,Balloon Pokémon
Pincer Pokémon,Pokémon Pince,Pokémon Chela,Kneifer-Pokémon,Pokémon Tenaza,집게포켓몬,はさみポケモン,Pincer Pokémon
Mold Pokémon,Pokémon Pourri,Pokémon Muffa,Schimmel-Pokémon,Pokémon Moho,발효포켓몬,はっこうポケモン,Mold Pokémon
Single Horn Pokémon,Pokémon Unicorne,Pokémon Monocorno,Einzelhorn-Pokémon,Pokémon Cuerno,외뿔포켓몬,１ぽんヅノポケモン,Single Horn Pokémon
Sharp Claw Pokémon,Pokémon Grifacérée,Pokémon Lamartigli,Stichklauen-Pokémon,Pokémon Garra Filo,갈고리손톱포켓몬,かぎづめポケモン,Sharp Claw Pokémon
Little Bear Pokémon,Pokémon Mini Ours,Pokémon Orsetto,Kleinbären-Pokémon,Pokémon Osito,아기곰포켓몬,こぐまポケモン,Little Bear Pokémon
Hibernator Pokémon,Pokémon Hibernant,Pokémon Letargo,Schläfer-Pokémon,Pokémon Hibernante,동면포켓몬,とうみんポケモン,Hibernator Pokémon
Lava Pokémon,Pokémon Lave,Pokémon Lava,Lava-Pokémon,Pokémon Lava,용암포켓몬,ようがんポケモン,Lava Pokémon
Lava Pokémon,Pokémon Lave,Pokémon Lava,Lava-Pokémon,Pokémon Lava,용암포켓몬,ようがんポケモン,Lava Pokémon
Pig Pokémon,Pokémon Cochon,Pokémon Maiale,Ferkel-Pokémon,Pokémon Cerdo,산돼지포켓몬,いのぶたポケモン,Pig Pokémon
Swine Pokémon,Pokémon Porc,Pokémon Suino,Schwein-Pokémon,Pokémon Puerco,멧돼지포켓몬,いのししポケモン,Swine Pokémon
Coral Pokémon,Pokémon Corail,Pokémon Corallo,Korallen-Pokémon,Pokémon Coral,산호포켓몬,さんごポケモン,Coral Pokémon
Jet Pokémon,Pokémon Jet,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor,분사포켓몬,ふんしゃポケモン,Jet Pokémon
Jet Pokémon,Pokémon Jet,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor,분사포켓몬,ふんしゃポケモン,Jet Pokémon
Delivery Pokémon,Pokémon Livraison,Pokémon Consegna,Lieferanten-Pokémon,Pokémon Reparto,배달포켓몬,はこびやポケモン,Delivery Pokémon
Kite Pokémon,Pokémon Cervolant,Pokémon Aquilone,Flugrochen-Pokémon,Pokémon Milano,연포켓몬,カイトポケモン,Kite Pokémon
Armor Bird Pokémon,Pokémon Armoiseau,Pokémon Armuccello,Flugstahl-Pokémon,Pokémon Coraza Ave,갑옷새포켓몬,よろいどりポケモン,Armor Bird Pokémon
Dark Pokémon,Pokémon Sombre,Pokémon Buio,Hades-Pokémon,Pokémon Siniestro,다크포켓몬,ダークポケモン,Dark Pokémon
Dark Pokémon,Pokémon Sombre,Pokémon Buio,Hades-Pokémon,Pokémon Siniestro,다크포켓몬,ダークポケモン,Dark Pokémon
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン,Dragon Pokémon
Long Nose Pokémon,Pokémon Long-Nez,Pokémon Nasone,Langrüssel-Pokémon,Pokémon Narizotas,긴코포켓몬,ながはなポケモン,Long Nose Pokémon
Armor Pokémon,Pokémon Armure,Pokémon Armatura,Panzer-Pokémon,Pokémon Coraza,갑옷포켓몬,よろいポケモン,Armor Pokémon
Virtual Pokémon,Pokémon Virtuel,Pokémon Virtuale,Virtuell-Pokémon,Pokémon Virtual,가상포켓몬,バーチャルポケモン,Virtual Pokémon
Big Horn Pokémon,Pokémon Maxi Corne,Pokémon Grancorno,Vielender-Pokémon,Pokémon Gran Cuerno,큰뿔포켓몬,おおツノポケモン,Big Horn Pokémon
Painter Pokémon,Pokémon Peintre,Pokémon Pittore,Maler-Pokémon,Pokémon Pintor,그림장이포켓몬,えかきポケモン,Painter Pokémon
Scuffle Pokémon,Pokémon Bagarreur,Pokémon Baruffa,Racker-Pokémon,Pokémon Peleón,싸움포켓몬,けんかポケモン,Scuffle Pokémon
Handstand Pokémon,Pokémon Poirier,Pokémon Verticale,Kopfstand-Pokémon,Pokémon Boca Abajo,물구나무포켓몬,さかだちポケモン,Handstand Pokémon
Kiss Pokémon,Pokémon Bisou,Pokémon Bacio,Kuss-Pokémon,Pokémon Beso,뽀뽀포켓몬,くちづけポケモン,Kiss Pokémon
Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico,전류포켓몬,でんきポケモン,Electric Pokémon
Live Coal Pokémon,Pokémon Charbon,Pokémon Carbonvivo,Glutherd-Pokémon,Pokémon Ascuas,불씨포켓몬,ひだねポケモン,Live Coal Pokémon
Milk Cow Pokémon,Pokémon Vachalait,Pokémon Bovino,Milchkuh-Pokémon,Pokémon Lechera,젖소포켓몬,ちちうしポケモン,Milk Cow Pokémon
Happiness Pokémon,Pokémon Bonheur,Pokémon Felicità,Freuden-Pokémon,Pokémon Felicidad,행복포켓몬,しあわせポケモン,Happiness Pokémon
Thunder Pokémon,Pokémon Foudre,Pokémon Tuono,Donner-Pokémon,Pokémon Trueno,우뢰포켓몬,いかずちポケモン,Thunder Pokémon
Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán,화산포켓몬,かざんポケモン,Volcano Pokémon
Aurora Pokémon,Pokémon Aurore,Pokémon Aurora,Polarlicht-Pokémon,Pokémon Aurora,오로라포켓몬,オーロラポケモン,Aurora Pokémon
Rock Skin Pokémon,Pokémon Peaupierre,Pokémon Peldisasso,Felshaut-Pokémon,Pokémon Piel Roca,바위표면포켓몬,いわはだポケモン,Rock Skin Pokémon
Hard Shell Pokémon,Pokémon Carapadure,Pokémon Guscioduro,Hartschalen-Pokémon,Pokémon Caparazón,탄환포켓몬,だんがんポケモン,Hard Shell Pokémon
Armor Pokémon,Pokémon Armure,Pokémon Armatura,Panzer-Pokémon,Pokémon Coraza,갑옷포켓몬,よろいポケモン,Armor Pokémon
Diving Pokémon,Pokémon Plongeon,Pokémon Immersione,Taucher-Pokémon,Pokémon Buceo,잠수포켓몬,せんすいポケモン,Diving Pokémon
Rainbow Pokémon,Pokémon Arcenciel,Pokémon Arcobaleno,Regenbogen-Pokémon,Pokémon Arcoíris,무지개색포켓몬,にじいろポケモン,Rainbow Pokémon
Time Travel Pokémon,Pokémon Temporel,Pokémon Tempovia,Zeitreise-Pokémon,Pokémon Viajetiempo,시간이동포켓몬,ときわたりポケモン,Time Travel Pokémon
Wood Gecko Pokémon,Pokémon Bois Gecko,Pokémon Legnogeco,Waldgecko-Pokémon,Pokémon Geco Bosque,숲도마뱀포켓몬,もりトカゲポケモン,Wood Gecko Pokémon
Wood Gecko Pokémon,Pokémon Bois Gecko,Pokémon Legnogeco,Waldgecko-Pokémon,Pokémon Geco Bosque,숲도마뱀포켓몬,もりトカゲポケモン,Wood Gecko Pokémon
Forest Pokémon,Pokémon Forêt,Pokémon Foresta,Dschungel-Pokémon,Pokémon Monte,밀림포켓몬,みつりんポケモン,Forest Pokémon
Chick Pokémon,Pokémon Poussin,Pokémon Pulcino,Küken-Pokémon,Pokémon Polluelo,풋내기포켓몬,ひよこポケモン,Chick Pokémon
Young Fowl Pokémon,Pokémon Poulet,Pokémon Rampollo,Kleinhahn-Pokémon,Pokémon Ave Corral,꼬마닭포켓몬,わかどりポケモン,Young Fowl Pokémon
Blaze Pokémon,Pokémon Ardent,Pokémon Vampe,Großbrand-Pokémon,Pokémon Llameante,맹화포켓몬,もうかポケモン,Blaze Pokémon
Mud Fish Pokémon,Pokémon Poissonboue,Pokémon Fango Pesce,Lehmhüpfer-Pokémon,Pokémon Pez Lodo,늪물고기포켓몬,ぬまうおポケモン,Mud Fish Pokémon
Mud Fish Pokémon,Pokémon Poissonboue,Pokémon Fango Pesce,Lehmhüpfer-Pokémon,Pokémon Pez Lodo,늪물고기포켓몬,ぬまうおポケモン,Mud Fish Pokémon
Mud Fish Pokémon,Pokémon Poissonboue,Pokémon Fango Pesce,Lehmhüpfer-Pokémon,Pokémon Pez Lodo,늪물고기포켓몬,ぬまうおポケモン,Mud Fish Pokémon
Bite Pokémon,Pokémon Morsure,Pokémon Morso,Biss-Pokémon,Pokémon Mordisco,물어뜯기포켓몬,かみつきポケモン,Bite Pokémon
Bite Pokémon,Pokémon Morsure,Pokémon Morso,Biss-Pokémon,Pokémon Mordisco,물어뜯기포켓몬,かみつきポケモン,Bite Pokémon
Tiny Raccoon Pokémon,Pokémon Petit Raton,Pokémon Procione,Kleindachs-Pokémon,Pokémon Mapachito,앙증너구리포켓몬,まめだぬきポケモン,Tiny Raccoon Pokémon
Rushing Pokémon,Pokémon Fonceur,Pokémon Sfrecciante,Sprinter-Pokémon,Pokémon Lanzado,돌진포켓몬,とっしんポケモン,Rushing Pokémon
Worm Pokémon,Pokémon Ver,Pokémon Baco,Wurm-Pokémon,Pokémon Gusano,애벌레포켓몬,いもむしポケモン,Worm Pokémon
Cocoon Pokémon,Pokémon Cocon,Pokémon Bozzolo,Kokon-Pokémon,Pokémon Capullo,번데기포켓몬,さなぎポケモン,Cocoon Pokémon
Butterfly Pokémon,Pokémon Papillon,Pokémon Farfalla,Falter-Pokémon,Pokémon Mariposa,나비포켓몬,ちょうちょポケモン,Butterfly Pokémon
Cocoon Pokémon,Pokémon Cocon,Pokémon Bozzolo,Kokon-Pokémon,Pokémon Capullo,번데기포켓몬,さなぎポケモン,Cocoon Pokémon
Poison Moth Pokémon,Pokémon Papipoison,Pokémon Velentarma,Giftmotten-Pokémon,Pokémon Polilla Venenosa,독나방포켓몬,どくがポケモン,Poison Moth Pokémon
Water Weed Pokémon,Pokémon Aquaplante,Pokémon Alga,Wasserlinsen-Pokémon,Pokémon Lenteja Agua,개구리밥포켓몬,うきくさポケモン,Water Weed Pokémon
Jolly Pokémon,Pokémon Jovial,Pokémon Giocoso,Frohmut-Pokémon,Pokémon Alegre,명랑함포켓몬,ようきポケモン,Jolly Pokémon
Carefree Pokémon,Pokémon Insouciant,Pokémon Spensierato,Sorglos-Pokémon,Pokémon Optimista,행복하기포켓몬,のうてんきポケモン,Carefree Pokémon
Acorn Pokémon,Pokémon Gland,Pokémon Ghianda,Eichelnuss-Pokémon,Pokémon Bellota,도토리포켓몬,どんぐりポケモン,Acorn Pokémon
Wily Pokémon,Pokémon Malin,Pokémon Scaltro,Hinterlist-Pokémon,Pokémon Astuto,꾀부리기포켓몬,いじわるポケモン,Wily Pokémon
Wicked Pokémon,Pokémon Malveillant,Pokémon Burbero,Verschlagen-Pokémon,Pokémon Malvado,부정하기포켓몬,よこしまポケモン,Wicked Pokémon
Tiny Swallow Pokémon,Pokémon Minirondel,Pokémon Rondinella,Schwälblein-Pokémon,Pokémon Pequebuche,아기제비포켓몬,こツバメポケモン,Tiny Swallow Pokémon
Swallow Pokémon,Pokémon Hirondelle,Pokémon Rondine,Schwalben-Pokémon,Pokémon Buche,제비포켓몬,ツバメポケモン,Swallow Pokémon
Seagull Pokémon,Pokémon Mouette,Pokémon Gabbiano,Seemöwen-Pokémon,Pokémon Gaviota,괭이갈매기포켓몬,うみねこポケモン,Seagull Pokémon
Water Bird Pokémon,Pokémon Oiseaudo,Pokémon Alacquatico,Wasservogel-Pokémon,Pokémon Ave Agua,물새포켓몬,みずどりポケモン,Water Bird Pokémon
Feeling Pokémon,Pokémon Sentiment,Pokémon Sensazione,Gefühls-Pokémon,Pokémon Sensible,느낌포켓몬,きもちポケモン,Feeling Pokémon
Emotion Pokémon,Pokémon Émotion,Pokémon Emozione,Emotions-Pokémon,Pokémon Sensorio,감정포켓몬,かんじょうポケモン,Emotion Pokémon
Embrace Pokémon,Pokémon Étreinte,Pokémon Abbraccio,Umarmungs-Pokémon,Pokémon Envolvente,포용포켓몬,ほうようポケモン,Embrace Pokémon
Pond Skater Pokémon,Pokémon Maresurfeur,Pokémon Sfiorapozze,Wassergeher-Pokémon,Pokémon Zapatero,소금쟁이포켓몬,あめんぼポケモン,Pond Skater Pokémon
Eyeball Pokémon,Pokémon Boule Œil,Pokémon Occhi,Augen-Pokémon,Pokémon Globocular,안구포켓몬,めだまポケモン,Eyeball Pokémon
Mushroom Pokémon,Pokémon Champignon,Pokémon Fungo,Pilz-Pokémon,Pokémon Hongo,버섯포켓몬,きのこポケモン,Mushroom Pokémon
Mushroom Pokémon,Pokémon Champignon,Pokémon Fungo,Pilz-Pokémon,Pokémon Hongo,버섯포켓몬,きのこポケモン,Mushroom Pokémon
Slacker Pokémon,Pokémon Flâneur,Pokémon Ozioso,Faulpelz-Pokémon,Pokémon Gandul,게으름뱅이포켓몬,なまけものポケモン,Slacker Pokémon
Wild Monkey Pokémon,Pokémon Turbusinge,Pokémon Indocile,Wildaffen-Pokémon,Pokémon Mono Feroz,성난원숭이포켓몬,あばれザルポケモン,Wild Monkey Pokémon
Lazy Pokémon,Pokémon Fainéant,Pokémon Pigrizia,Müßig-Pokémon,Pokémon Holgazán,나태함포켓몬,ものぐさポケモン,Lazy Pokémon
Trainee Pokémon,Pokémon Apprenti,Pokémon Novizio,Vorbereiter-Pokémon,Pokémon Aprendiz,신참포켓몬,したづみポケモン,Trainee Pokémon
Ninja Pokémon,Pokémon Ninja,Pokémon Ninja,Ninja-Pokémon,Pokémon Ninja,시노비포켓몬,しのびポケモン,Ninja Pokémon
Shed Pokémon,Pokémon Exuvie,Pokémon Cambiapelle,Häutungs-Pokémon,Pokémon Muda,허물포켓몬,ぬけがらポケモン,Shed Pokémon
Whisper Pokémon,Pokémon Chuchoteur,Pokémon Sussurro,Flüster-Pokémon,Pokémon Susurro,속삭임포켓몬,ささやきポケモン,Whisper Pokémon
Big Voice Pokémon,Pokémon Grosse Voix,Pokémon Vocione,Lauthals-Pokémon,Pokémon Chillón,큰목소리포켓몬,おおごえポケモン,Big Voice Pokémon
Loud Noise Pokémon,Pokémon Bruit Sourd,Pokémon Fragore,Krach-Pokémon,Pokémon Escandaloso,소음포켓몬,そうおんポケモン,Loud Noise Pokémon
Guts Pokémon,Pokémon Tenace,Pokémon Coraggio,Courage-Pokémon,Pokémon Valiente,근성포켓몬,こんじょうポケモン,Guts Pokémon
Arm Thrust Pokémon,Pokémon Cogneur,Pokémon Sberletese,Armwurf-Pokémon,Pokémon Empuje,손바닥치기포켓몬,つっぱりポケモン,Arm Thrust Pokémon
Polka Dot Pokémon,Pokémon Point Polka,Pokémon Pois,Gepunktet-Pokémon,Pokémon A Topos,물방울포켓몬,みずたまポケモン,Polka Dot Pokémon
Compass Pokémon,Pokémon Boussole,Pokémon Bussola,Kompass-Pokémon,Pokémon Brújula,콤파스포켓몬,コンパスポケモン,Compass Pokémon
Kitten Pokémon,Pokémon Chaton,Pokémon Micio,Kätzchen-Pokémon,Pokémon Gatito,작은고양이포켓몬,こねこポケモン,Kitten Pokémon
Prim Pokémon,Pokémon Guindé,Pokémon Finezza,Eingebildet-Pokémon,Pokémon Cursi,새침떼기포켓몬,おすましポケモン,Prim Pokémon
Darkness Pokémon,Pokémon Obscurité,Pokémon Oscurità,Finsternis-Pokémon,Pokémon Oscuridad,어둠포켓몬,くらやみポケモン,Darkness Pokémon
Deceiver Pokémon,Pokémon Trompeur,Pokémon Inganno,Schwindler-Pokémon,Pokémon Tramposo,배반포켓몬,あざむきポケモン,Deceiver Pokémon
Iron Armor Pokémon,Pokémon Armurfer,Pokémon Corazza,Eisenpanzer-Pokémon,Pokémon Coraza Férrea,철갑옷포켓몬,てつヨロイポケモン,Iron Armor Pokémon
Iron Armor Pokémon,Pokémon Armurfer,Pokémon Corazza,Eisenpanzer-Pokémon,Pokémon Coraza Férrea,철갑옷포켓몬,てつヨロイポケモン,Iron Armor Pokémon
Iron Armor Pokémon,Pokémon Armurfer,Pokémon Corazza,Eisenpanzer-Pokémon,Pokémon Coraza Férrea,철갑옷포켓몬,てつヨロイポケモン,Iron Armor Pokémon
Meditate Pokémon,Pokémon Méditation,Pokémon Meditazione,Meditations-Pokémon,Pokémon Meditador,명상포켓몬,めいそうポケモン,Meditate Pokémon
Meditate Pokémon,Pokémon Méditation,Pokémon Meditazione,Meditations-Pokémon,Pokémon Meditador,명상포켓몬,めいそうポケモン,Meditate Pokémon
Lightning Pokémon,Pokémon Orage,Pokémon Lampo,Gewitter-Pokémon,Pokémon Calambre,천둥번개포켓몬,いなずまポケモン,Lightning Pokémon
Discharge Pokémon,Pokémon Décharge,Pokémon Scossa,Entladungs-Pokémon,Pokémon Descarga,방전포켓몬,ほうでんポケモン,Discharge Pokémon
Cheering Pokémon,Pokémon Acclameur,Pokémon Incitamento,Jubel-Pokémon,Pokémon Ánimo,응원포켓몬,おうえんポケモン,Cheering Pokémon
Cheering Pokémon,Pokémon Acclameur,Pokémon Incitamento,Jubel-Pokémon,Pokémon Ánimo,응원포켓몬,おうえんポケモン,Cheering Pokémon
Firefly Pokémon,Pokémon Luciole,Pokémon Lucciola,Glühwürmchen-Pokémon,Pokémon Luciérnaga,반딧불포켓몬,ほたるポケモン,Firefly Pokémon
Firefly Pokémon,Pokémon Luciole,Pokémon Lucciola,Glühwürmchen-Pokémon,Pokémon Luciérnaga,반딧불포켓몬,ほたるポケモン,Firefly Pokémon
Thorn Pokémon,Pokémon Épine,Pokémon Spina,Dorn-Pokémon,Pokémon Espina,가시포켓몬,いばらポケモン,Thorn Pokémon
Stomach Pokémon,Pokémon Estomac,Pokémon Stomaco,Magen-Pokémon,Pokémon Estómago,밥통포켓몬,いぶくろポケモン,Stomach Pokémon
Poison Bag Pokémon,Pokémon Sac Poison,Pokémon Velenosacco,Giftbeutel-Pokémon,Pokémon Bolsa Veneno,독봉지포켓몬,どくぶくろポケモン,Poison Bag Pokémon
Savage Pokémon,Pokémon Féroce,Pokémon Feroce,Gnadenlos-Pokémon,Pokémon Feroz,사나움포켓몬,どうもうポケモン,Savage Pokémon
Brutal Pokémon,Pokémon Brutal,Pokémon Brutale,Brutal-Pokémon,Pokémon Voraz,난폭포켓몬,きょうぼうポケモン,Brutal Pokémon
Ball Whale Pokémon,Pokémon Baleinboule,Pokémon Balenottero,Kugelwal-Pokémon,Pokémon Ballenabola,둥근고래포켓몬,たまくじらポケモン,Ball Whale Pokémon
Float Whale Pokémon,Pokémon Cachabouée,Pokémon Megabalena,Flutwal-Pokémon,Pokémon Ballenaflot,뜸고래포켓몬,うきくじらポケモン,Float Whale Pokémon
Numb Pokémon,Pokémon Engourdi,Pokémon Torpore,Taubheits-Pokémon,Pokémon Torpe,둔감포켓몬,どんかんポケモン,Numb Pokémon
Eruption Pokémon,Pokémon Éruption,Pokémon Eruzione,Ausbruch-Pokémon,Pokémon Erupción,분화포켓몬,ふんかポケモン,Eruption Pokémon
Coal Pokémon,Pokémon Charbon,Pokémon Carbone,Kohle-Pokémon,Pokémon Carbón,석탄포켓몬,せきたんポケモン,Coal Pokémon
Bounce Pokémon,Pokémon Rebond,Pokémon Molla,Sprungfeder-Pokémon,Pokémon Saltarín,튀다포켓몬,とびはねポケモン,Bounce Pokémon
Manipulate Pokémon,Pokémon Magouilleur,Pokémon Raggiro,Manipulator-Pokémon,Pokémon Manipulador,조작포켓몬,あやつりポケモン,Manipulate Pokémon
Spot Panda Pokémon,Pokémon Panda Tache,Pokémon Macchipanda,Punkt-Panda-Pokémon,Pokémon Panda Topos,얼룩팬더포켓몬,ぶちパンダポケモン,Spot Panda Pokémon
Ant Pit Pokémon,Pokémon Piégeur,Pokémon Trappola,Ameisenlöwen-Pokémon,Pokémon Hormiga León,개미지옥포켓몬,ありじごくポケモン,Ant Pit Pokémon
Vibration Pokémon,Pokémon Vibration,Pokémon Vibrazione,Vibrations-Pokémon,Pokémon Vibrante,진동포켓몬,しんどうポケモン,Vibration Pokémon
Mystic Pokémon,Pokémon Mystique,Pokémon Magico,Mystik-Pokémon,Pokémon Místico,정령포켓몬,せいれいポケモン,Mystic Pokémon
Cactus Pokémon,Pokémon Cactus,Pokémon Cactus,Kaktus-Pokémon,Pokémon Cactus,선인장포켓몬,サボテンポケモン,Cactus Pokémon
Scarecrow Pokémon,Pokémon Épouvantail,Pokémon Spavento,Vogelschock-Pokémon,Pokémon Espantajo,허수아비포켓몬,カカシぐさポケモン,Scarecrow Pokémon
Cotton Bird Pokémon,Pokémon Oiseaucoton,Pokémon Alidicotone,Wollvogel-Pokémon,Pokémon Ave Algodón,솜새포켓몬,わたどりポケモン,Cotton Bird Pokémon
Humming Pokémon,Pokémon Virevolteur,Pokémon Canterino,Summsel-Pokémon,Pokémon Cantor,허밍포켓몬,ハミングポケモン,Humming Pokémon
