en,fr,it,de,es,ko,kana,pt
You can meet a lot of Pokémon by battling many Trainers!,Affrontez autant de Dresseurs que possible pour croiser davantage de Pokémon !,Lottando con tanti Allenatori puoi incontrare Pokémon che non conosci!,"Du kannst vielen Pokémon begegnen, indem du gegen jede Menge Trainer kämpfst.",Combatir contra muchos Entrenadores te permite cruzarte con Pokémon de todo tipo.,많은 트레이너와 승부를 하다 보면 많은 포켓몬을 만날 수 있습니다!,たくさんの　トレーナーと しょうぶ　することで　おおくの ポケモンと　であえます！,You can meet a lot of Pokémon by battling many Trainers!
Some Pokémon tend to run away or are on alert when you use the bike’s bell or whistle through your fingers. You may want to approach them while crouching.,"Si un Pokémon a tendance à s’enfuir, ou est effrayé par le bruit de la sonnette de votre vélo ou vos sifflements, approchez-vous de lui en vous accroupissant.",Se un Pokémon ha la tendenza a scappare puoi provare ad avvicinarti accovacciandoti. Questo metodo funziona anche con i Pokémon allertati dal campanello della bicicletta o dal tuo fischio!,"Bei Pokémon, die schnell weglaufen, kann es von Vorteil sein, sich anzuschleichen. Möchtest du dich einem Pokémon nähern, das durch die Fahrradklingel oder durch Pfeifen aufgeschreckt wurde, hilft anschleichen ebenfalls.",Quizá te convenga caminar en cuclillas para acercarte a los Pokémon más huidizos. Este método también puede serte de utilidad para aquellas especies que se alarman en cuanto oyen silbidos o el timbre de la bicicleta.,도망치는 포켓몬은 몸을 숙이고 접근하는 것이 좋습니다 자전거의 벨을 울리거나 휘파람을 불면 경계하는 포켓몬에게도 몸을 숙이고 몰래 접근하는 것이 좋습니다,にげる　ポケモンには　しゃがんで ちかづいたりすると　いいかもですね じてんしゃの　べルや　ゆびぶえで けいかいした　ポケモンに　しゃがんで こっそり　ちかづくのも　いいですね,Some Pokémon tend to run away or are on alert when you use the bike’s bell or whistle through your fingers. You may want to approach them while crouching.
Trading Pokémon with other Trainers can also help you fill your Pokédex. Using Surprise Trade is highly recommended as well.,Les échanges et les Échanges Magiques sont un excellent moyen de remplir le Pokédex.,"Se vuoi completare il Pokédex, ti consiglio anche di scambiare Pokémon con altri Allenatori! E non dimenticarti dello scambio magico!","Du kannst auch Pokémon mit anderen Trainern tauschen, um den Pokédex zu vervollständigen. Der Zaubertausch ist in diesem Zusammenhang ebenfalls zu empfehlen!",¡Intercambiar Pokémon con otros Entrenadores puede ayudarte a completar la Pokédex! El intercambio mágico también es buena idea.,누군가와 포켓몬을 교환해서 도감을 채우는 것도 추천합니다! 매지컬 교환도 좋겠네요,だれかと　ポケモンを　こうかんして ずかんを　うめるのも　おすすめです！ マジカルこうかんも　いいですね,Trading Pokémon with other Trainers can also help you fill your Pokédex. Using Surprise Trade is highly recommended as well.
Some Pokémon can be found by hatching Eggs.,Vous pouvez aussi trouver des Pokémon en faisant éclore des Œufs !,Alcuni Pokémon si possono trovare facendo schiudere le Uova!,"Manche Pokémon findest du, indem du Eier ausbrütest.",Algunos Pokémon se pueden encontrar haciendo eclosionar Huevos.,알을 부화시켜야 발견할 수 있는 포켓몬도 있습니다,タマゴを　かえすことで みつかる　ポケモンも　いますよ,Some Pokémon can be found by hatching Eggs.
Do you fish? Quite a lot of Pokémon can be found only by fishing.,Avez-vous essayé de pêcher ? Certains Pokémon ne peuvent être capturés que de cette manière !,Come te la cavi con la pesca? Molti Pokémon si possono incontrare solo pescando!,Angelst du eigentlich? Viele Pokémon lassen sich nämlich nur so ausfindig machen.,¿Sabías que hay muchos Pokémon a los que solo podrás encontrar pescando?,낚시는 하고 있나요? 낚시로만 만날 수 있는 포켓몬도 꽤 많습니다,つりは　していますか？ つりでしか　であえない ポケモンも　けっこう　いますよ,Do you fish? Quite a lot of Pokémon can be found only by fishing.
"Evolving Pokémon is necessary to find some Pokémon. There are many ways to evolve Pokémon, such as using an item.",Certaines espèces ne peuvent être obtenues qu’après en avoir fait évoluer une autre. Il existe différentes manières de faire évoluer un Pokémon. Un objet est parfois nécessaire.,Alcuni Pokémon si possono incontrare solo facendone evolvere altri. L’evoluzione avviene in vari modi. A volte devi usare uno strumento.,"An manche Pokémon gelangst du nur durch Entwicklung. Diese kann bei Pokémon auf unterschiedliche Weise ausgelöst werden, zum Beispiel durch den Einsatz bestimmter Items.","Hay Pokémon que solo se pueden encontrar haciéndolos evolucionar. Las evoluciones se pueden propiciar de diversas maneras, como por ejemplo usando un objeto.","진화를 시켜야만 발견할 수 있는 포켓몬도 있습니다 또, 도구를 사용해야만 진화하는 포켓몬 등 다양한 진화 방법이 있습니다",しんかを　させることでしか みつからない　ポケモンも　います また　どうぐを　つかうことで しんか　する　ポケモンなど いろんな　しんかが　あるようです,"Evolving Pokémon is necessary to find some Pokémon. There are many ways to evolve Pokémon, such as using an item."
You’re very close to completing your Galar Pokédex! Keep up the good work!,Vous avez presque réussi à remplir le Pokédex de Galar ! Encore un petit effort !,Forza! Ti manca poco per completare il Pokédex di Galar!,Es fehlt nicht mehr viel bis zur Vervollständigung des Galar-Pokédex. Nur weiter so!,Ya te queda poco para completar la Pokédex de Galar. ¡Sigue así!,가라르도감 완성까지 얼마 남지 않았습니다! 파이팅!,ガラルずかん　かんせいまで もうすこし　ですね！　ファイトです,You’re very close to completing your Galar Pokédex! Keep up the good work!
"Wow! You met all the Pokémon and completed your Galar Pokédex, [VAR TRNAME(0000)]! Congratulations! Well done!",Vous avez complété le Pokédex de Galar ! Félicitations !,"Incredibile! Hai completato il Pokédex di Galar! Complimenti, [VAR TRNAME(0000)]! Sei riuscit[VAR 1100(00FF,0101)]oa a incontrare tutti i Pokémon della regione!",Unglaublich! Du hast den Galar-Pokédex vervollständigt! Ich gratuliere dir von ganzem Herzen zu diesem Erfolg!,"¡Increíble! ¡Has completado la Pokédex de Galar! ¡Muchísimas felicidades por tu loable esfuerzo, [VAR TRNAME(0000)]!",이럴 수가! 가라르도감 완성!! 모든 포켓몬과 만난 [VAR TRNAME(0000)]님의 노고에 진심으로 박수를 보냅니다!,なんと！ ガラルずかん　かんせい！！ すべての　ポケモンと　であった [VAR TRNAME(0000)]さんの　がんばりに こころから　おめでとう　です！,"Wow! You met all the Pokémon and completed your Galar Pokédex, [VAR TRNAME(0000)]! Congratulations! Well done!"
[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)],[VAR 0105(0000)]
"Will you fly to [VAR 1300(0000,0000)][VAR 0105(0000)]?",Voulez-vous vous rendre [VAR 01D3(0000)] ?,Destinazione: [VAR 0105(0000)]. Confermi?,„[VAR 0105(0000)]“ heißt also dein Ziel?,"¿Quieres ir hasta [VAR 1700(0000,0000)][VAR 0105(0000)]?",[VAR 0105(0000)][VAR 1900(0005)]로 이동하겠습니까?,[VAR 0105(0000)]へ いどう　しますか？,"Will you fly to [VAR 1300(0000,0000)][VAR 0105(0000)]?"
Yes,Oui,Sì,Ja,Sí,예,はい,Yes
No,Non,No,Nein,No,아니요,いいえ,No
You can’t call a Flying Taxi to where you are now.,Vous ne pouvez pas appeler de taxi volant ici.,Non si può usare qui.,Das lässt sich hier nicht einsetzen.,Aquí no puedes usar eso.,여기서는 쓸 수 없습니다,ここでは　つかえません,You can’t call a Flying Taxi to where you are now.
You can’t fly there yet.,Vous ne pouvez pas appeler de taxi volant maintenant.,Non si può usare ora.,Das lässt sich jetzt nicht einsetzen.,Ahora no puedes usarlo.,지금은 쓸 수 없습니다,いまは　つかえません,You can’t fly there yet.
Pokédex,Pokédex,Pokédex,Pokédex,Pokédex,포켓몬 도감,ポケモンずかん,Pokédex
Isle of Armor Pokédex,Pokédex d’Isolarmure,Pokédex Armatura,Rüstungs-Pokédex,Pokédex Armadura,갑옷섬도감,ヨロイじまずかん,Isle of Armor Pokédex
Crown Tundra Pokédex,Pokédex de Couronneige,Pokédex Corona,Kronen-Pokédex,Pokédex Corona,왕관설원도감,カンムリせつげんずかん,Crown Tundra Pokédex
Pokédex,Pokédex,Pokédex,Pokédex,Pokédex,포켓몬 도감,ポケモンずかん,Pokédex
Isle of Armor Pokédex,Pokédex d’Isolarmure,Pokédex Armatura,Rüstungs-Pokédex,Pokédex Armadura,갑옷섬도감,ヨロイじまずかん,Isle of Armor Pokédex
Crown Tundra Pokédex,Pokédex de Couronneige,Pokédex Corona,Kronen-Pokédex,Pokédex Corona,왕관설원도감,カンムリせつげんずかん,Crown Tundra Pokédex
Walk every nook and cranny of the Isle of Armor and meet a lot of Pokémon!,Explorez d’abord chaque recoin d’Isolarmure pour rencontrer un tas de nouveaux Pokémon !,Per prima cosa esplora l’Isola dell’Armatura in lungo e in largo per incontrare vari Pokémon!,Erkunde jeden Winkel der Rüstungsinsel und begegne so vielen Pokémon wie möglich!,Explora de cabo a rabo la Isla de la Armadura y descubre un montón de Pokémon.,우선 갑옷섬 구석구석을 돌아다니면서 다양한 포켓몬과 만나봅시다!,まずは　ヨロイじまを すみずみまで　あるきまわって いろいろな　ポケモンと であいましょう！,Walk every nook and cranny of the Isle of Armor and meet a lot of Pokémon!
"If you whistle through your fingers, Pokémon around you might come near you.","Si vous sifflez, les Pokémon des alentours se précipiteront peut-être dans votre direction !","Se fischi con le dita, i Pokémon nei dintorni potrebbero avvicinarsi a te!","Durch Pfeifen kannst du Pokémon, die sich in deiner Umgebung befinden, zu dir locken!","Si silbas, te resultará más fácil llamar la atención de los Pokémon que estén cerca.",휘파람을 불면 주위에 있는 포켓몬이 다가올 때도 있습니다!,ゆびぶえを　ならすと まわりの　ポケモンが ちかづいてくることも　ありますよ！,"If you whistle through your fingers, Pokémon around you might come near you."
"Some people you meet on the Isle of Armor are happy to show you their Pokémon. Once you see a Pokémon, you can check its habitat in your Pokédex!",Certains Dresseurs d’Isolarmure se feront une joie de vous montrer leurs Pokémon. Vous pourrez ensuite consulter votre Pokédex pour savoir où capturer ces derniers.,Può capitare che gli abitanti dell’Isola dell’Armatura ti mostrino dei Pokémon! Basta vederli una sola volta per poter consultare informazioni sul loro habitat dal Pokédex!,"Manche Leute auf der Rüstungsinsel sind so freundlich, dir ihre Pokémon zu zeigen. Hast du ein Pokémon einmal gesehen, kannst du im Pokédex sein Habitat überprüfen!","En tu recorrido, encontrarás Entrenadores que querrán mostrarte sus Pokémon. Basta avistar un Pokémon para poder consultar su hábitat en la Pokédex.",포켓몬을 보여주는 사람이 갑옷섬에 있을 때가 있습니다! 한 번 포켓몬을 보면 도감에서 서식지를 확인할 수 있게 됩니다!,ポケモンを　みせてくれる　ひとが ヨロイじまに　いることが　あります！ いちど　ポケモンを　みれば ずかんで　せいそくちを しらべられるように　なりますよ！,"Some people you meet on the Isle of Armor are happy to show you their Pokémon. Once you see a Pokémon, you can check its habitat in your Pokédex!"
You’re very close to completing your Isle of Armor Pokédex! Keep up the good work!,Vous avez presque réussi à remplir le Pokédex d’Isolarmure ! Encore un petit effort !,Forza! Ti manca poco per completare il Pokédex dell’Isola dell’Armatura!,Es fehlt nicht mehr viel bis zur Vervollständigung des Rüstungs-Pokédex. Nur weiter so!,¡Ánimo! ¡Ya te falta poco para completar la Pokédex Armadura!,갑옷섬도감 완성까지 얼마 남지 않았습니다! 파이팅!,ヨロイじまずかん　かんせいまで もうすこし　ですね！　ファイトです,You’re very close to completing your Isle of Armor Pokédex! Keep up the good work!
"Wow! You met all the Pokémon and completed your Isle of Armor Pokédex, [VAR TRNAME(0000)]! Congratulations! Well done!",Vous avez complété le Pokédex d’Isolarmure ! Félicitations !,"Incredibile! Hai completato il Pokédex dell’Isola dell’Armatura! Complimenti, [VAR TRNAME(0000)]! Sei riuscit[VAR 1100(00FF,0101)]oa a incontrare tutti i Pokémon del territorio!",Unglaublich! Du hast den Rüstungs-Pokédex vervollständigt! Ich gratuliere dir von ganzem Herzen zu diesem Erfolg!,"¡Increíble! Has avistado y atrapado a todos los Pokémon de la zona, lo que significa que... ¡Has completado la Pokédex Armadura! ¡Enhorabuena, [VAR TRNAME(0000)]!",이럴 수가! 갑옷섬도감 완성!! 모든 포켓몬과 만난 [VAR TRNAME(0000)]님의 노고에 진심으로 박수를 보냅니다!,なんと！ ヨロイじまずかん　かんせい！！ すべての　ポケモンと　であった [VAR TRNAME(0000)]さんの　がんばりに こころから　おめでとう　です！,"Wow! You met all the Pokémon and completed your Isle of Armor Pokédex, [VAR TRNAME(0000)]! Congratulations! Well done!"
Walk every nook and cranny of the Crown Tundra and meet a lot of Pokémon!,Explorez d’abord chaque recoin de Couronneige pour rencontrer un tas de nouveaux Pokémon !,Per prima cosa esplora la Landa Corona in lungo e in largo per incontrare vari Pokémon!,Erkunde jeden Winkel der Kronen-Schneelande und begegne so vielen Pokémon wie möglich!,Explora de cabo a rabo las Nieves de la Corona y descubre un montón de Pokémon.,우선 왕관설원 구석구석을 돌아다니면서 다양한 포켓몬과 만나봅시다!,まずは　カンムリせつげんを すみずみまで　あるきまわって いろいろな　ポケモンと であいましょう！,Walk every nook and cranny of the Crown Tundra and meet a lot of Pokémon!
"If you whistle through your fingers, Pokémon around you might come near you.","Si vous sifflez, les Pokémon des alentours se précipiteront peut-être dans votre direction !","Se fischi con le dita, i Pokémon nei dintorni potrebbero avvicinarsi a te!","Durch Pfeifen kannst du Pokémon, die sich in deiner Umgebung befinden, zu dir locken!","Si silbas, te resultará más fácil llamar la atención de los Pokémon que estén cerca.",휘파람을 불면 주위에 있는 포켓몬이 다가올 때도 있습니다!,ゆびぶえを　ならすと まわりの　ポケモンが ちかづいてくることも　ありますよ！,"If you whistle through your fingers, Pokémon around you might come near you."
"If you explore all that Dynamax Adventures have to offer, you might meet some more species of Pokémon for your Crown Tundra Pokédex!",Participez-vous aux expéditions Dynamax ? Vous y croiserez peut-être des Pokémon que vous pourrez enregistrer dans votre Pokédex de Couronneige !,"Se ti cimenti in un’Avventura Dynamax, potresti imbatterti in Pokémon da registrare nel Pokédex della Landa Corona!","Auf Dynamax-Abenteuern kannst du Pokémon begegnen, die du vielleicht noch nicht im Kronen-Pokédex registriert hast!",Participar en Aventuras Dinamax también es una buena forma de ir registrando Pokémon de cara a completar la Pokédex Corona.,다이맥스 어드벤처에서 탐험을 하면 왕관설원도감에 등록할 수 있는 포켓몬을 만날 수 있을지도 모릅니다!,ダイマックスアドベンチャーで たんけん　すれば カンムリせつげんずかんに　とうろくできる ポケモンに　であえるかも　しれませんよ！,"If you explore all that Dynamax Adventures have to offer, you might meet some more species of Pokémon for your Crown Tundra Pokédex!"
You’re very close to completing your Crown Tundra Pokédex! Keep up the good work!,Vous avez presque réussi à remplir le Pokédex de Couronneige ! Encore un petit effort !,Forza! Ti manca poco per completare il Pokédex della Landa Corona!,Es fehlt nicht mehr viel bis zur Vervollständigung des Kronen-Pokédex. Nur weiter so!,¡Ánimo! ¡Ya te falta poco para completar la Pokédex Corona!,왕관설원도감 완성까지 얼마 남지 않았습니다! 파이팅!,カンムリせつげんずかん　かんせいまで もうすこし　ですね！　ファイトです,You’re very close to completing your Crown Tundra Pokédex! Keep up the good work!
"Wow! You met all the Pokémon and completed your Crown Tundra Pokédex, [VAR TRNAME(0000)]! Congratulations! Well done!",Vous avez complété le Pokédex de Couronneige ! Félicitations !,"Incredibile! Hai completato il Pokédex della Landa Corona! Complimenti, [VAR TRNAME(0000)]! Sei riuscit[VAR 1100(00FF,0101)]oa a incontrare tutti i Pokémon del territorio!",Unglaublich! Du hast den Kronen-Pokédex vervollständigt! Ich gratuliere dir von ganzem Herzen zu diesem Erfolg!,"¡Increíble! Has avistado y atrapado a todos los Pokémon de la zona, lo que significa que... ¡Has completado la Pokédex Corona! ¡Enhorabuena, [VAR TRNAME(0000)]!",이럴 수가! 왕관설원도감 완성!! 모든 포켓몬과 만난 [VAR TRNAME(0000)]님의 노고에 진심으로 박수를 보냅니다!,なんと！ カンムリせつげんずかん　かんせい！！ すべての　ポケモンと　であった [VAR TRNAME(0000)]さんの　がんばりに こころから　おめでとう　です！,"Wow! You met all the Pokémon and completed your Crown Tundra Pokédex, [VAR TRNAME(0000)]! Congratulations! Well done!"
